#,都府県振興局,アメダス観測所番号,地上観測所観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間（ESは気象衛星等のデータからの推計値）,観測_降雪の深さ,観測所名_漢字名,観測所名_カタカナ名,観測所名_ローマ字名,観測所名_気象情報等に表記する名称,所在地_住所1,所在地_住所2,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,観測終了年月日,備考1,備考2
#,Prefectural Development Bureau,AMeDAS station number,Surface station station number,Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Kanji,Station name_Katakana,Station name_Roman alphabet,"Station name_Name to be written in meteorological information,etc.",Location_Address1,Location_Address2,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
105,ｵﾎｰﾂｸ,17196,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,滝上,タキノウエ,TAKINOUE,滝上,紋別郡滝上町滝ノ上原野5線南,-,44,10.6,143,3.7,165,10,2.5,#1977.10.27,-,17905,湿度を除く
106,ｵﾎｰﾂｸ,17211,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,上藻別,カミモベツ,KAMIMOBETSU,紋別市上藻別,紋別市上藻別,-,44,11.2,143,20.1,94,-,-,#,-,-,-
107,ｵﾎｰﾂｸ,17246,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,常呂,トコロ,TOKORO,北見市常呂町,北見市常呂町岐阜,-,44,6.9,144,2.2,3,10,2.5,#1977.10.21,-,-,湿度を除く
108,ｵﾎｰﾂｸ,17306,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,遠軽,エンガル,ENGARU,遠軽町遠軽,紋別郡遠軽町東町,-,44,3.2,143,32.4,80,10,2.5,#1977.10.24,-,17910,湿度を除く
109,ｵﾎｰﾂｸ,17316,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,佐呂間,サロマ,SAROMA,佐呂間,常呂郡佐呂間町西富,-,44,1.1,143,45.6,54,10,2.5,#1977.10.21,-,17915,湿度を除く
110,ｵﾎｰﾂｸ,17341,47409,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,網走,アバシリ,ABASHIRI,網走市,網走市台町,網走地方気象台,44,1,144,16.7,38,20,-,#1975.4.1,-,17917,-
111,ｵﾎｰﾂｸ,17351,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,宇登呂,ウトロ,UTORO,斜里町宇登呂,斜里郡斜里町ウトロ高原,-,44,3.1,144,58.9,144,10,2.5,(1975.5.12)1978.10.26,-,17935,湿度を除く
112,ｵﾎｰﾂｸ,17386,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,丸瀬布,マルセップ,MARUSEPPU,遠軽町丸瀬布,紋別郡遠軽町丸瀬布武利,-,43,57.1,143,19.7,242,-,-,1984.10.5,-,-,-
113,ｵﾎｰﾂｸ,17482,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,白滝,シラタキ,SHIRATAKI,遠軽町白滝,紋別郡遠軽町白滝北支湧別,-,43,51.9,143,9.2,475,10,2.5,(1975.9.25)1993.1.27,-,17955,湿度を除く
114,ｵﾎｰﾂｸ,17501,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,生田原,イクタハラ,IKUTAHARA,遠軽町生田原,紋別郡遠軽町生田原,-,43,55,143,31.9,199,10,2.5,#1977.10.25,-,-,湿度を除く
115,ｵﾎｰﾂｸ,17512,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,仁頃山,ニコロヤマ,NIKOROYAMA,北見市仁頃山,北見市富里,-,43,51.6,143,44.8,261,-,-,2005.11.2,-,-,-
116,ｵﾎｰﾂｸ,17521,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,北見,キタミ,KITAMI,北見市広郷,北見市広郷,-,43,46.6,143,50.5,104,10.1,2.5,#1976.4.1,-,17925,-
117,ｵﾎｰﾂｸ,17531,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,Y,女満別,メマンベツ,MEMAMBETSU,女満別空港,網走郡大空町女満別中央,女満別航空気象観測所,43,52.8,144,9.8,33,10,-,2003.1.1,-,17965,日照・湿度・気圧を除く
118,ｵﾎｰﾂｸ,17541,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,東藻琴,ヒガシモコト,HIGASHIMOKOTO,大空町東藻琴,網走郡大空町東藻琴,-,43,50.4,144,17.1,58,-,-,1978.7.11,-,-,-
119,ｵﾎｰﾂｸ,17546,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,小清水,コシミズ,KOSHIMIZU,小清水,斜里郡小清水町泉,-,43,50.5,144,29.1,52,10,1.5,#1977.10.19,-,-,湿度を除く
120,ｵﾎｰﾂｸ,17561,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,斜里,シャリ,SHARI,斜里町以久科,斜里郡斜里町以久科南,-,43,53.1,144,42,15,10,2.5,#1977.10.19,-,17940,湿度を除く
121,ｵﾎｰﾂｸ,17596,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,留辺蘂,ルベシベ,RUBESHIBE,北見市留辺蘂町,北見市留辺蘂町大和,-,43,44.5,143,27,325,10,2.5,#1978.11.1,-,17930,湿度を除く
122,ｵﾎｰﾂｸ,17607,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,境野,サカイノ,SAKAINO,置戸町境野,常呂郡置戸町豊住,-,43,42.4,143,38.6,184,10,2.5,1977.10.25,-,-,湿度を除く
123,ｵﾎｰﾂｸ,17631,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,美幌,ビホロ,BIHORO,美幌,網走郡美幌町福住,-,43,46.2,144,10.3,60,10.1,1.5,#1977.10.20,-,-,湿度を除く
124,ｵﾎｰﾂｸ,17642,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,山園,ヤマゾノ,YAMAZONO,大空町山園,網走郡大空町東藻琴山園,-,43,44.6,144,20.2,361,-,-,19902.3.18,-,-,-
125,ｵﾎｰﾂｸ,17686,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,置戸常元,オケトツネモト,OKETOTSUNEMOTO,置戸町常元,常呂郡置戸町常元,-,43,37.2,143,26.4,368,-,-,2005.11.8,-,-,-
126,ｵﾎｰﾂｸ,17717,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,津別,ツベツ,TSUBETSU,津別町豊永,網走郡津別町豊永,-,43,42.1,144,2,100,10,2.5,1988.10.4,-,17950,湿度を除く
127,ｵﾎｰﾂｸ,17776,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,津別二又,ツベツフタマタ,TSUBETSUFUTAMATA,津別町二又,網走郡津別町二又,-,43,35,143,51.9,210,-,-,2005.11.4,-,-,-
128,根室,18038,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,羅臼,ラウス,RAUSU,羅臼,目梨郡羅臼町栄町,-,44,1.4,145,11.2,15,9.9,1.5,2005.11.1,-,18925,-
129,根室,18091,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,糸櫛別,イトクシベツ,ITOKUSHIBETSU,標津町糸櫛別,標津郡標津町川北糸櫛別,-,43,43.3,144,59.3,115,-,-,1978.7.28,-,-,-
130,根室,18136,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,標津,シベツ,SHIBETSU,標津町北２条,標津郡標津町北2条西,-,43,39.7,145,7.9,3,10,1.5,#1977.10.18,-,-,湿度を除く
131,根室,18161,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,上標津,カミシベツ,KAMISHIBETSU,中標津町上標津,標津郡中標津町上標津,-,43,31.2,144,44.8,160,6.5,2.2,2003.10.16,-,-,湿度を除く
132,根室,18171,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,中標津,ナカシベツ,NAKASHIBETSU,中標津町桜ヶ丘,標津郡中標津町桜ヶ丘,-,43,32.6,144,58.7,50,10.1,1.5,#1977.10.18,-,18910,-
133,根室,18174,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,Y,根室中標津,ネムロナカシベツ,NEMURO-NAKASHIBETSU,中標津空港,標津郡中標津町北中,中標津航空気象観測所,43,34.6,144,57.6,65,10,-,2003.1.1,-,18930,日照・湿度・気圧を除く
134,根室,18256,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,別海,ベツカイ,BETSUKAI,別海,野付郡別海町川上町,-,43,22.9,145,7.1,23,10,2.2,#1977.10.14,-,18915,湿度を除く
135,根室,18273,47420,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,根室,ネムロ,NEMURO,根室市弥栄町,根室市弥栄町,根室特別地域気象観測所,43,19.8,145,35.1,25,29.2,-,1993.8.26,-,18917,-
136,根室,18281,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,納沙布,ノサップ,NOSAPPU,根室市納沙布,根室市温根元,-,43,23.6,145,45.5,12,10,1.5,(1975.5.29)1977.10.13,-,-,湿度を除く
137,根室,18311,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,厚床,アットコ,ATTOKO,根室市厚床,根室市西厚床,-,43,13.3,145,13.6,41,10,1.5,1977.10.14,-,18920,湿度を除く
138,釧路,19021,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,川湯,カワユ,KAWAYU,弟子屈町川湯,川上郡弟子屈町川湯駅前,-,43,37,144,27.4,158,9.5,1.5,#1977.10.6,-,19900,湿度を除く
139,釧路,19051,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,弟子屈,テシカガ,TESHIKAGA,弟子屈,川上郡弟子屈町弟子屈原野,-,43,30.6,144,28,170,10,1.5,1977.10.6,-,-,湿度を除く
140,釧路,19076,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,阿寒湖畔,アカンコハン,AKANKOHAN,釧路市阿寒湖畔,釧路市阿寒町阿寒湖温泉,-,43,26.2,144,5,426,9.9,1.5,#1977.10.7,-,19910,湿度を除く
141,釧路,19151,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,標茶,シベチャ,SHIBECHA,標茶町開運,川上郡標茶町開運,-,43,17.5,144,35.2,20,10,1.5,#1977.10.11,-,19915,湿度を除く
142,釧路,19191,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,鶴居,ツルイ,TSURUI,鶴居,阿寒郡鶴居村鶴居東,-,43,13.9,144,19.5,38,6.5,1.5,1977.10.5,-,19920,湿度を除く
143,釧路,19261,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,中徹別,ナカテシベツ,NAKATESHIBETSU,釧路市阿寒町中徹別,釧路市阿寒町徹別中央34線,-,43,11.9,144,8.5,80,10,1.5,#1977.10.7,-,19925,湿度を除く
144,釧路,19281,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,塘路,トウロ,TORO,標茶町塘路,川上郡標茶町塘路,-,43,8.9,144,29.8,25,-,-,1983.8.2,-,-,-
145,釧路,19301,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,茶内原野,チャナイゲンヤ,CHANAIGENYA,浜中町茶内,厚岸郡浜中町茶内西13線,-,43,10.4,144,58,70,-,-,1984.10.1,-,-,-
146,釧路,19311,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,榊町,サカキマチ,SAKAKIMACHI,浜中町榊町,厚岸郡浜中町榊町,-,43,7.2,145,6.6,2,9.6,1.5,1977.10.12,-,-,-
147,釧路,19346,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,阿寒,アカン,AKANDAI,釧路市阿寒町中央,釧路市阿寒町中央,-,43,6.8,144,7.4,40,-,-,#,-,-,-
148,釧路,19347,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,Y,鶴丘,ツルオカ,TSURUOKA,釧路空港,釧路市鶴丘,釧路航空気象観測所,43,2.4,144,11.5,95,10,-,2003.1.1,-,19935,日照・湿度・気圧を除く
149,釧路,19376,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,太田,オオタ,OTA,厚岸町太田,厚岸郡厚岸町太田,-,43,5.4,144,46.7,85,10,1.5,1977.10.11,-,19930,湿度を除く
150,釧路,19406,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,二俣,フタマタ,FUTAMATA,釧路市音別町二俣,釧路市音別町音別原野基線,-,42,58.3,143,52.5,45,-,-,1976.6.29,-,-,-
151,釧路,19416,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,白糠,シラヌカ,SHIRANUKA,白糠,白糠郡白糠町西2条北,-,42,58.2,144,3.7,9,10,1.5,#1977.10.5,-,19940,湿度を除く
152,釧路,19432,47418,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,釧路,クシロ,KUSHIRO,釧路市幸町,釧路市幸町,釧路地方気象台,42,59.1,144,22.6,5,66.1,-,2000.10.5,-,19950,-
153,釧路,19451,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,知方学,チッポマナイ,CHIPPOMANAI,釧路町知方学,釧路郡釧路町仙鳳趾村知方学,-,42,56.3,144,44.1,149,10.1,1.5,1978.10.27,-,-,-
154,十勝,20047,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,三股,ミツマタ,MITSUMATA,上士幌町三股,河東郡上士幌町三股,-,43,30.6,143,8.9,660,-,-,2005.11.9,-,-,-
155,十勝,20071,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,小利別,ショウトシベツ,SHOTOSHIBETSU,陸別町小利別,足寄郡陸別町小利別本通東1条,-,43,35.3,143,40.8,313,-,-,1983.8.2,-,-,-
156,十勝,20146,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,陸別,リクベツ,RIKUBETSU,陸別,足寄郡陸別町陸別原野基線,-,43,28.3,143,45.2,210,10,1.5,#1977.10.21,-,20900,-
157,十勝,20186,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,ぬかびら源泉郷,ヌカビラゲンセンキョウ,NUKABIRA,上士幌町ぬかびら源泉郷,河東郡上士幌町ぬかびら源泉郷北区,-,43,22,143,11.5,540,9.9,1.5,1976.4.1,-,20910,-
158,十勝,20202,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,柏倉,カシワクラ,KASHIWAKURA,足寄町柏倉,足寄郡足寄町茂喜登牛,-,43,21.7,143,27.5,378,-,-,1983.8.2,-,-,-
159,十勝,20222,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,上螺湾,カミラワン,KAMIRAWAN,足寄町上螺湾,足寄郡足寄町上螺湾,-,43,19.1,143,48.1,232,-,-,1983.10.5,-,-,-
160,十勝,20266,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,上士幌,カミシホロ,KAMISHIHORO,上士幌町東３線,河東郡上士幌町東3線,-,43,14.5,143,17.7,287,10.1,1.5,#1977.10.20,-,20920,-
161,十勝,20276,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,足寄,アショロ,ASHORO,足寄町南１条,足寄郡足寄町南1条,-,43,14.6,143,33.2,90,10,1.5,#1977.10.21,-,-,湿度を除く
162,十勝,20331,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,押帯,オショップ,OSHOPPU,本別町押帯,中川郡本別町押帯,-,43,6.9,143,26.6,104,-,-,1983.8.2,-,-,-
163,十勝,20341,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,本別,ホンベツ,HOMBETSU,本別町新町,中川郡本別町新町,-,43,7.9,143,36,67,10,1.5,#1976.3.10,-,20935,-
164,十勝,20356,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,新得,シントク,SHINTOKU,新得町４条,上川郡新得町4条南,-,43,4.6,142,50.4,178,10,1.5,#1977.10.24,-,20930,湿度を除く
165,十勝,20361,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,鹿追,シカオイ,SHIKAOI,鹿追町緑町,河東郡鹿追町緑町,-,43,6.2,142,59.7,206,8,1.5,#1978.10.30,-,-,湿度を除く
166,十勝,20371,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,駒場,コマバ,KOMABA,音更町駒場,河東郡音更町駒場北町,-,43,3,143,11,112,10,1.5,1977.10.20,-,-,湿度を除く
167,十勝,20421,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,芽室,メムロ,MEMURO,芽室,河西郡芽室町西3条南,-,42,54,143,2.6,90,10,1.5,#1977.10.24,-,20940,湿度を除く
168,十勝,20432,47417,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,帯広,オビヒロ,OBIHIRO,帯広,帯広市東4条南,帯広測候所,42,55.3,143,12.7,38,-,-,1998.1.28,-,20943,気温、雨
169,十勝,20432,47417,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,帯広,オビヒロ,OBIHIRO,帯広,帯広市東9条南,-,42,54.5,143,13.4,45,11.2,-,1998.1.28,-,-,風、日照
170,十勝,20441,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,池田,イケダ,IKEDA,池田,中川郡池田町清見,-,42,55.2,143,27.5,42,10,1.5,#1977.10.26,-,-,湿度を除く
171,十勝,20451,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,留真,ルシン,RUSHIN,浦幌町留真,十勝郡浦幌町留真,-,42,55,143,39.7,40,-,-,1984.10.1,-,-,-
172,十勝,20506,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,浦幌,ウラホロ,URAHORO,浦幌町桜町,十勝郡浦幌町桜町,-,42,48.5,143,39.4,20,8.3,1.5,#1977.10.27,-,20945,湿度を除く
173,十勝,20551,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,Y,帯広泉,オビヒロイズミ,OBIHIRO-IZUMI,帯広空港,帯広市泉町西9線中,帯広航空気象観測所,42,44,143,13,149,10,-,2003.1.1,-,20955,日照・湿度・気圧を除く
174,十勝,20556,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,糠内,ヌカナイ,NUKANAI,幕別町糠内,中川郡幕別町五位,-,42,47.2,143,19.7,70,10,1.5,1978.10.30,-,-,湿度を除く
175,十勝,20601,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,上札内,カミサツナイ,KAMISATSUNAI,中札内村上札内,河西郡中札内村元札内西1線,-,42,38.5,143,5.8,251,10,1.5,1977.10.25,-,20950,湿度を除く
176,十勝,20606,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,更別,サラベツ,SARABETSU,更別,河西郡更別村更別南2線,-,42,39.1,143,11.7,185,10,1.5,1977.10.25,-,-,湿度を除く
177,十勝,20631,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,大津,オオツ,OTSU,豊頃町大津,中川郡豊頃町大津寿町,-,42,41.2,143,38.8,4,10,1.5,1977.10.27,-,-,湿度を除く
178,十勝,20696,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,大樹,タイキ,TAIKI,大樹,広尾郡大樹町柏木町,-,42,30,143,16.4,87,10,1.5,#1977.10.26,-,20960,湿度を除く
179,十勝,20751,47440,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,広尾,ヒロオ,HIRO-O,広尾,広尾郡広尾町並木通東,広尾特別地域気象観測所,42,17.6,143,19,32,20.1,-,#1975.12.19,-,20965,-
180,胆振,21031,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,安平,アビラ,ABIRA,安平,勇払郡安平町安平,-,42,48.8,141,49.7,32,-,-,#,-,21900,-
181,胆振,21111,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,厚真,アツマ,ATSUMA,厚真,勇払郡厚真町朝日,-,42,43.8,141,53.3,20,10,1.5,#1977.10.5,-,-,湿度を除く
182,胆振,21126,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,穂別,ホベツ,HOBETSU,むかわ町穂別,勇払郡むかわ町穂別,-,42,45.7,142,8.6,56,10,1.5,#1977.10.5,-,21905,湿度を除く
183,胆振,21161,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,大滝,オオタキ,OTAKI,伊達市大滝,伊達市大滝区本町,-,42,40.2,141,4.7,390,10,2.5,(1975.6.3)1977.10.7,-,21910,湿度を除く
184,胆振,21171,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,森野,モリノ,MORINO,白老町森野,白老郡白老町森野,-,42,37.8,141,14.8,170,10,1.5,#1977.10.27,-,-,湿度を除く
185,胆振,21187,47424,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,苫小牧,トマコマイ,TOMAKOMAI,苫小牧,苫小牧市しらかば町,苫小牧特別地域気象観測所,42,37.4,141,32.8,6,20.2,-,1988.6.25,-,21913,-
186,胆振,21226,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,大岸,オオキシ,OKISHI,豊浦町大岸,虻田郡豊浦町大岸,-,42,35.4,140,38.6,4,10.1,1.5,#1977.10.11,-,21915,-
187,胆振,21237,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,洞爺湖温泉,トウヤコオンセン,TOYAKOONSEN,洞爺湖温泉,虻田郡洞爺湖町洞爺湖温泉,-,42,33.9,140,48.4,85,-,-,1978.12.8,-,-,-
188,胆振,21251,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,カルルス,カルルス,KARURUSU,登別市カルルス,登別市カルルス町,-,42,31,141,6.4,300,-,-,1985.7.31,-,-,-
189,胆振,21261,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,白老,シラオイ,SHIRAOI,白老町高砂町,白老郡白老町高砂町,-,42,32.6,141,21.1,6,6.5,1.5,#1977.10.6,-,21920,湿度を除く
190,胆振,21276,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,鵡川,ムカワ,MUKAWA,むかわ町鵡川,勇払郡むかわ町豊城,-,42,35.4,141,56,10,10,1.5,#1978.10.26,-,-,湿度を除く
191,胆振,21297,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,伊達,ダテ,DATE,伊達市館山下町,伊達市館山下町,-,42,28.5,140,50.9,3,10,1.5,#1977.10.11,-,-,湿度を除く
192,胆振,21312,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,登別,ノボリベツ,NOBORIBETSU,登別市札内町,登別市札内町,-,42,27.5,141,7.1,197,10,1.5,#1983.8.10,-,21925,湿度を除く
193,胆振,21323,47423,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,室蘭,ムロラン,MURORAN,室蘭,室蘭市山手町,室蘭地方気象台,42,18.7,140,58.5,40,18.4,-,#1985.7.1,-,21930,-
194,日高,22036,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,日高,ヒダカ,HIDAKA,日高町本町,沙流郡日高町本町東,-,42,52.6,142,26.5,280,10,1.5,1977.10.19,-,22900,湿度を除く
195,日高,22072,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,仁世宇,ニセウ,NISEU,平取町仁世宇,沙流郡平取町仁世宇,-,42,46.3,142,21.5,150,-,-,1985.9.25,-,-,-
196,日高,22106,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,旭,アサヒ,ASAHI,平取町旭,沙流郡平取町旭地区,-,42,37.7,142,23.6,245,-,-,1985.9.26,-,22906,-
197,日高,22141,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,日高門別,ヒダカモンベツ,HIDAKA-MOMBETSU,日高町門別,沙流郡日高町富浜,-,42,29.8,142,3.2,47,9.9,1.5,#1976.3.11,-,-,-
198,日高,22156,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,新和,シンワ,SHINWA,新冠町新和,新冠郡新冠町新和,-,42,32.6,142,20,60,10,1.9,#1977.10.18,-,-,湿度を除く
199,日高,22206,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,笹山,ササヤマ,SASAYAMA,新ひだか町笹山,日高郡新ひだか町静内御園,-,42,26,142,28.9,110,-,-,1987.10.6,-,-,-
200,日高,22241,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,静内,シズナイ,SHIZUNAI,新ひだか町静内,日高郡新ひだか町静内山手町,-,42,20.6,142,21.7,10,9.9,1.5,#1977.10.17,-,22920,-
201,日高,22291,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,三石,ミツイシ,MITSUISHI,新ひだか町三石,日高郡新ひだか町三石美野和,-,42,14.7,142,39.7,10,10,1.5,1977.10.17,-,-,湿度を除く
202,日高,22306,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,中杵臼,ナカキネウス,NAKAKINEUSU,浦河町中杵臼,浦河郡浦河町上杵臼,-,42,13.4,142,56.9,98,10,1.5,1978.10.31,-,22910,湿度を除く
203,日高,22327,47426,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,浦河,ウラカワ,URAKAWA,浦河町潮見町,浦河郡浦河町潮見町,浦河特別地域気象観測所,42,9.7,142,46.6,37,18.1,-,#1983.3.1,-,22913,-
204,日高,22356,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,目黒,メグロ,MEGURO,えりも町目黒,幌泉郡えりも町目黒,-,42,7.7,143,18.7,7,-,-,1978.8.30,-,22915,-
205,日高,22366,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,幌満,ホロマン,HOROMAN,様似町幌満,様似郡様似町幌満,-,42,4.6,143,2.1,0,-,-,1978.7.14,-,-,-
206,日高,22391,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,えりも岬,エリモミサキ,ERIMOMISAKI,えりも岬,幌泉郡えりも町東洋,-,41,55.5,143,14.6,63,8.1,1.5,1978.12.27,-,-,-
207,渡島,23031,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,長万部,オシャマンベ,OSHAMAMBE,長万部,山越郡長万部町栄原,-,42,31.4,140,22.9,10,10,1.5,#1977.10.12,-,23900,湿度を除く
208,渡島,23086,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,八雲,ヤクモ,YAKUMO,八雲町八雲,二海郡八雲町本町,-,42,15.1,140,16.3,8,10,1.5,#1977.10.12,-,23905,湿度を除く
209,渡島,23166,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,森,モリ,MORI,森,茅部郡森町姫川,-,42,4,140,35.3,125,8,1.5,2002.3.1,-,23925,湿度を除く
210,渡島,23191,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,大沼,オオヌマ,ONUMA,七飯町大沼,亀田郡七飯町上軍川,-,41,58.6,140,42.9,165,-,-,#,-,23910,-
211,渡島,23206,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,川汲,カックミ,MINAMIKAYABE,函館市川汲,函館市川汲町,-,41,54.3,140,58.2,25,10.1,1.5,#1977.10.13,-,-,-
212,渡島,23226,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,北斗,ホクト,ONO,北斗,北斗市本町,-,41,53.2,140,39.2,25,10,1.5,#1977.10.13,-,-,湿度を除く
213,渡島,23232,47430,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,函館,ハコダテ,HAKODATE,函館市美原,函館市美原,函館地方気象台,41,49,140,45.2,35,25.9,-,1992.7.23,-,23915,-
