観測所番号,観測所名（漢字）,観測所名（カナ）,観測所名（ローマ字）,積雪の観測所名（漢字）,積雪の観測所名（カナ）,積雪の観測所名（ローマ字）,観測地点を代表する緯度,観測地点を代表する経度,観測地点を代表する標高,風向風速計の高さ,予備,予備,積雪の観測地点の緯度,積雪の観測地点の経度,積雪の観測地点の標高,降水量の統計の有無,風の統計の有無,気温の統計の有無,日照時間の統計の有無,積雪の統計の有無,予備,湿度の統計の有無,観測開始年月日,観測終了年月日,旧観測所番号,降水量の統計接続,風の統計接続,気温の統計接続,日照時間の統計接続,積雪の深さの統計接続,予備,湿度の統計接続
12231,下川,シモカワ,SHIMOKAWA,下川,シモカワ,SHIMOKAWA,44.295,142.637,143,10,,,44.295,142.637,143,1,1,1,2,1,,0,2021/3/2,9999-99-99,12231,0,0,0,6,0,,0
12256,剣淵,ケンブチ,KENBUCHI,,,,44.107,142.353,138,,,,,,,1,0,0,0,0,,0,2005/11/10,9999-99-99,12256,1,1,1,1,1,,1
12261,士別,シベツ,SHIBETSU,,,,44.188,142.41,135,,,,,,,1,0,0,0,0,,0,1974/11/1,1977/10/12,12261,1,1,1,1,1,,1
12261,士別,シベツ,SHIBETSU,,,,44.188,142.41,135,6.5,,,,,,1,1,1,1,0,,0,1977/10/13,1990/6/12,12261,0,0,0,0,0,,0
12261,士別,シベツ,SHIBETSU,,,,44.188,142.41,135,6.5,,,,,,1,1,1,1,0,,0,1990/6/13,2001/11/14,12261,0,0,0,1,0,,0
12261,士別,シベツ,SHIBETSU,,,,44.187,142.417,135,8,,,,,,1,1,1,1,0,,0,2001/11/15,2008/10/27,12261,0,0,0,0,0,,0
12261,士別,シベツ,SHIBETSU,,,,44.187,142.417,135,8,,,,,,1,1,1,1,0,,0,2008/10/28,2021/3/1,12261,0,4,4,4,0,,0
12261,士別,シベツ,SHIBETSU,,,,44.187,142.417,135,8,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12261,0,0,0,6,0,,0
12266,朝日,アサヒ,ASAHI,,,,44.118,142.595,225,6.5,,,,,,1,1,1,1,0,,0,1977/10/13,1988/5/29,12271,0,0,0,0,0,,0
12266,朝日,アサヒ,ASAHI,,,,44.118,142.595,225,6.5,,,,,,1,1,1,1,0,,0,1988/5/30,2008/11/27,12266,0,0,0,1,0,,0
12266,朝日,アサヒ,ASAHI,,,,44.118,142.595,225,6.5,,,,,,1,1,1,1,0,,0,2008/11/28,2009/10/15,12266,0,4,4,4,0,,0
12266,朝日,アサヒ,ASAHI,,,,44.118,142.595,225,10,,,,,,1,1,1,1,0,,0,2009/10/16,2021/3/1,12266,0,0,0,0,0,,0
12266,朝日,アサヒ,ASAHI,,,,44.118,142.595,225,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12266,0,0,0,6,0,,0
12271,朝日,アサヒ,ASAHI,,,,44.118,142.595,205,,,,,,,1,0,0,0,0,,0,1975/5/27,1977/10/12,12271,1,1,1,1,1,,1
12291,犬牛別峠,イヌウシベツトウゲ,INUUSHIBETSUTOGE,,,,44.07,142.27,410,,,,,,,1,0,0,0,0,,0,1974/11/1,2005/11/10,12291,1,1,1,1,1,,1
12301,和寒,ワッサム,WASSAMU,,,,44.028,142.41,138,6.5,,,,,,1,1,1,1,0,,0,1977/10/12,1982/10/14,12301,1,1,1,1,1,,1
12301,和寒,ワッサム,WASSAMU,和寒,ワッサム,WASSAMU,44.028,142.41,138,6.5,,,44.028,142.41,138,1,1,1,1,1,,0,1982/10/15,1987/5/5,12301,0,0,0,0,0,,0
12301,和寒,ワッサム,WASSAMU,和寒,ワッサム,WASSAMU,44.028,142.41,138,6.5,,,44.028,142.41,138,1,1,1,1,1,,0,1987/5/6,2008/11/12,12301,0,0,0,1,0,,0
12301,和寒,ワッサム,WASSAMU,和寒,ワッサム,WASSAMU,44.028,142.41,150,10,,,44.028,142.41,150,1,1,1,1,1,,0,2008/11/13,2021/3/1,12301,0,4,4,4,0,,0
12301,和寒,ワッサム,WASSAMU,和寒,ワッサム,WASSAMU,44.028,142.41,150,10,,,44.028,142.41,150,1,1,1,2,1,,0,2021/3/2,9999-99-99,12301,0,0,0,6,0,,0
12341,雄鷹峰,オタカミネ,OTAKAMINE,,,,43.953,142.32,305,,,,,,,1,0,0,0,0,,0,1974/11/1,2004/6/30,12341,1,1,1,1,1,,1
12346,和寒,ワッサム,WASSAMU,,,,43.998,142.408,130,,,,,,,1,0,0,0,0,,0,1975/5/29,1977/10/12,12346,1,1,1,1,1,,1
12351,蓬莱山,ホウライザン,HORAIZAN,,,,43.915,142.585,320,,,,,,,1,0,0,0,0,,0,1974/11/1,1998/3/30,12351,1,1,1,1,1,,1
12351,蓬莱山,ホウライザン,HORAIZAN,,,,43.913,142.583,320,,,,,,,1,0,0,0,0,,0,1998/3/31,2004/6/30,12351,0,0,0,0,0,,0
12386,江丹別,エタンベツ,ETAMBETSU,t,,,43.888,142.238,140,6.5,,,,,,1,1,1,1,0,,0,1977/10/11,1989/5/11,12386,1,1,1,1,1,,1
12386,江丹別,エタンベツ,ETAMBETSU,,,,43.888,142.238,140,6.5,,,,,,1,1,1,1,0,,0,1989/5/12,2008/12/4,12386,0,0,0,1,0,,0
12386,江丹別,エタンベツ,ETAMBETSU,,,,43.87,142.26,140,10,,,,,,1,1,1,1,0,,0,2008/12/5,2021/3/1,12386,0,4,4,4,0,,0
12386,江丹別,エタンベツ,ETAMBETSU,,,,43.87,142.26,140,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12386,0,0,0,6,0,,0
12396,比布,ピップ,PIPPU,,,,43.87,142.477,167,,,,,,,1,0,0,0,0,,0,1975/5/27,1977/10/10,12396,1,1,1,1,1,,1
12396,比布,ピップ,PIPPU,,,,43.87,142.477,167,6.5,,,,,,1,1,1,1,0,,0,1977/10/11,1989/5/8,12396,0,0,0,0,0,,0
12396,比布,ピップ,PIPPU,,,,43.87,142.477,167,6.5,,,,,,1,1,1,1,0,,0,1989/5/9,2008/11/12,12396,0,0,0,1,0,,0
12396,比布,ピップ,PIPPU,,,,43.875,142.48,175,10,,,,,,1,1,1,1,0,,0,2008/11/13,2019/10/16,12396,0,4,4,4,0,,0
12396,比布,ピップ,PIPPU,,,,43.87,142.47,164,10,,,,,,1,1,1,1,0,,0,2019/10/17,2021/3/1,12396,0,0,0,0,0,,0
12396,比布,ピップ,PIPPU,,,,43.87,142.47,164,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12396,0,0,0,6,0,,0
12411,上川,カミカワ,KAMIKAWA,,,,43.852,142.767,350,,,,,,,1,0,0,0,0,,0,1974/11/1,1977/10/11,12411,1,1,1,1,1,,1
12411,上川,カミカワ,KAMIKAWA,,,,43.852,142.767,350,6.5,,,,,,1,1,1,1,0,,0,1977/10/12,1982/10/14,12411,0,0,0,0,0,,0
12411,上川,カミカワ,KAMIKAWA,上川,カミカワ,KAMIKAWA,43.852,142.767,350,6.5,,,43.847,142.753,324,1,1,1,1,1,,0,1982/10/15,1986/6/10,12411,0,0,0,0,0,,0
12411,上川,カミカワ,KAMIKAWA,上川,カミカワ,KAMIKAWA,43.852,142.767,350,6.5,,,43.847,142.753,324,1,1,1,1,1,,0,1986/6/11,1993/1/26,12411,0,0,0,1,0,,0
12411,上川,カミカワ,KAMIKAWA,上川,カミカワ,KAMIKAWA,43.847,142.753,324,6.5,,,43.847,142.753,324,1,1,1,1,1,,0,1993/1/27,2009/9/24,12411,0,0,0,0,0,,0
12411,上川,カミカワ,KAMIKAWA,上川,カミカワ,KAMIKAWA,43.847,142.753,324,10,,,43.847,142.753,324,1,1,1,1,1,,0,2009/9/25,2021/3/1,12411,0,4,4,4,0,,0
12411,上川,カミカワ,KAMIKAWA,上川,カミカワ,KAMIKAWA,43.847,142.753,324,10,,,43.847,142.753,324,1,1,1,2,1,,0,2021/3/2,9999-99-99,12411,0,0,0,6,0,,0
12441,旭川,アサヒカワ,ASAHIKAWA,,,,43.772,142.368,112,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/31,12441,1,1,1,1,1,,1
12441,旭川,アサヒカワ,ASAHIKAWA,,,,43.772,142.368,112,14.6,,,,,,1,1,1,1,0,,0,1975/4/1,1985/12/31,12441,0,0,0,0,0,,0
12441,旭川,アサヒカワ,ASAHIKAWA,,,,43.772,142.368,112,14.6,,,,,,1,1,1,1,0,,0,1986/1/1,1999/2/28,12441,0,0,0,1,0,,0
12441,旭川,アサヒカワ,ASAHIKAWA,旭川,アサヒカワ,ASAHIKAWA,43.772,142.368,112,14.6,,,43.772,142.368,112,1,1,1,1,1,,0,1999/3/1,2004/9/9,12441,0,0,0,0,0,,0
12442,旭川,アサヒカワ,ASAHIKAWA,旭川,アサヒカワ,ASAHIKAWA,43.757,142.372,120,46.4,,,43.757,142.372,120,1,1,1,1,1,,0,2004/9/9,2008/3/25,12441,0,1,0,0,0,,0
12442,旭川,アサヒカワ,ASAHIKAWA,旭川,アサヒカワ,ASAHIKAWA,43.757,142.372,120,46.4,,,43.757,142.372,120,1,1,1,1,1,,0,2008/3/26,2021/3/1,12442,0,4,4,0,0,,0
12442,旭川,アサヒカワ,ASAHIKAWA,旭川,アサヒカワ,ASAHIKAWA,43.757,142.372,120,46.4,,,43.757,142.372,120,1,1,1,1,1,,1,2021/3/2,2021/3/16,12442,0,0,0,0,0,,0
12442,旭川,アサヒカワ,ASAHIKAWA,旭川,アサヒカワ,ASAHIKAWA,43.757,142.372,120,47,,,43.757,142.372,120,1,1,1,1,1,,1,2021/3/17,9999-99-99,12442,0,0,0,0,0,,0
12451,東川,ヒガシカワ,HIGASHIKAWA,,,,43.702,142.508,215,6.5,,,,,,1,1,1,1,0,,0,1977/10/5,1988/5/16,12451,1,1,1,1,1,,1
12451,東川,ヒガシカワ,HIGASHIKAWA,,,,43.702,142.508,215,6.5,,,,,,1,1,1,1,0,,0,1988/5/17,2008/12/15,12451,0,0,0,1,0,,0
12451,東川,ヒガシカワ,HIGASHIKAWA,,,,43.702,142.508,215,6.5,,,,,,1,1,1,1,0,,0,2008/12/16,2009/10/5,12451,0,4,4,4,0,,0
12451,東川,ヒガシカワ,HIGASHIKAWA,,,,43.702,142.508,215,10,,,,,,1,1,1,1,0,,0,2009/10/6,2021/3/1,12451,0,0,0,0,0,,0
12451,東川,ヒガシカワ,HIGASHIKAWA,,,,43.702,142.508,215,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12451,0,0,0,6,0,,0
12456,瑞穂,ミズホ,MIZUHO,,,,43.718,142.662,430,,,,,,,1,0,0,0,0,,0,1974/11/1,1984/9/26,12456,1,1,1,1,1,,1
12457,瑞穂,ミズホ,MIZUHO,,,,43.737,142.638,289,,,,,,,1,0,0,0,0,,0,1984/10/8,9999-99-99,12457,1,1,1,1,1,,1
12471,層雲峡,ソウウンキョウ,SOUNKYO,,,,43.723,142.945,560,,,,,,,1,0,0,0,0,,0,1975/5/27,1984/9/29,12471,1,1,1,1,1,,1
12471,層雲峡,ソウウンキョウ,SOUNKYO,層雲峡,ソウウンキョウ,SOUNKYO,43.723,142.945,560,,,,43.753,142.93,540,1,0,0,0,1,,0,1984/9/30,1987/11/16,12471,0,0,0,0,0,,0
12471,層雲峡,ソウウンキョウ,SOUNKYO,層雲峡,ソウウンキョウ,SOUNKYO,43.753,142.93,540,,,,43.753,142.93,540,1,0,0,0,1,,0,1987/11/17,9999-99-99,12471,0,0,0,0,0,,0
12496,終沢,オワリザワ,OWARIZAWA,,,,43.63,142.335,550,,,,,,,1,0,0,0,0,,0,1974/11/1,2004/6/30,12496,1,1,1,1,1,,1
12501,東神楽,ヒガシカグラ,HIGASHI-KAGURA,,,,43.67,142.447,211,9.4,,,,,,1,1,1,0,0,,0,2003/1/1,2006/11/28,12501,1,1,1,1,1,,1
12501,東神楽,ヒガシカグラ,HIGASHI-KAGURA,東神楽,ヒガシカグラ,HIGASHI-KAGURA,43.67,142.447,211,9.4,,,43.67,142.447,211,1,1,1,0,1,,0,2006/11/29,2009/1/28,12501,0,0,0,0,0,,0
12501,東神楽,ヒガシカグラ,HIGASHI-KAGURA,東神楽,ヒガシカグラ,HIGASHI-KAGURA,43.67,142.447,211,9.4,,,43.67,142.447,211,1,1,1,0,1,,0,2009/1/29,2017/3/7,12501,0,4,4,0,0,,0
12501,東神楽,ヒガシカグラ,HIGASHI-KAGURA,東神楽,ヒガシカグラ,HIGASHI-KAGURA,43.67,142.447,211,10,,,43.67,142.447,211,1,1,1,0,1,,0,2017/3/8,9999-99-99,12501,0,0,0,0,0,,0
12511,忠別,チュウベツ,CHUBETSU,,,,43.628,142.63,370,6.5,,,,,,1,1,1,1,0,,0,1977/10/5,1989/6/1,12511,1,1,1,1,1,,1
12511,忠別,チュウベツ,CHUBETSU,,,,43.628,142.63,370,6.5,,,,,,1,1,1,1,0,,0,1989/6/2,1993/1/27,12511,0,0,0,1,0,,0
12512,忠別,チュウベツ,CHUBETSU,,,,43.643,142.582,310,8.5,,,,,,1,1,1,1,0,,0,1993/1/27,1993/1/31,12512,1,1,1,1,1,,1
12512,忠別,チュウベツ,CHUBETSU,,,,43.643,142.582,310,8.5,,,,,,1,1,1,1,0,,0,1993/2/1,2001/12/2,12512,0,0,0,1,0,,0
12512,志比内,シビナイ,SHIBINAI,,,,43.643,142.582,310,8.5,,,,,,1,1,1,1,0,,0,2001/12/3,2008/11/13,12512,0,0,0,0,0,,0
12512,志比内,シビナイ,SHIBINAI,,,,43.643,142.582,310,8.5,,,,,,1,1,1,1,0,,0,2008/11/14,2009/10/10,12512,0,4,4,4,0,,0
12512,志比内,シビナイ,SHIBINAI,,,,43.643,142.582,310,10,,,,,,1,1,1,1,0,,0,2009/10/11,2021/3/1,12512,0,0,0,0,0,,0
12512,志比内,シビナイ,SHIBINAI,,,,43.643,142.582,310,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12512,0,0,0,6,0,,0
12521,旭岳,アサヒダケ,ASAHIDAKE,,,,43.662,142.827,1620,,,,,,,1,0,0,0,0,,0,1974/11/1,2004/6/30,12521,1,1,1,1,1,,1
12551,美瑛,ビエイ,BIEI,,,,43.588,142.493,250,,,,,,,1,0,0,0,0,,0,1975/5/28,1977/10/5,12551,1,1,1,1,1,,1
12551,美瑛,ビエイ,BIEI,,,,43.588,142.493,250,6.5,,,,,,1,1,1,1,0,,0,1977/10/6,1983/9/29,12551,0,0,0,0,0,,0
12551,美瑛,ビエイ,BIEI,美瑛,ビエイ,BIEI,43.588,142.493,250,6.5,,,43.588,142.493,250,1,1,1,1,1,,0,1983/9/30,1986/9/17,12551,0,0,0,0,0,,0
12551,美瑛,ビエイ,BIEI,美瑛,ビエイ,BIEI,43.588,142.493,250,6.5,,,43.588,142.493,250,1,1,1,1,1,,0,1986/9/18,2007/12/20,12551,0,0,0,1,0,,0
12551,美瑛,ビエイ,BIEI,美瑛,ビエイ,BIEI,43.588,142.493,250,6.5,,,43.588,142.493,250,1,1,1,1,1,,0,2007/12/21,2008/3/25,12551,0,0,0,4,0,,0
12551,美瑛,ビエイ,BIEI,美瑛,ビエイ,BIEI,43.588,142.493,250,6.5,,,43.588,142.493,250,1,1,1,1,1,,0,2008/3/26,2009/10/14,12551,0,4,4,0,0,,0
12551,美瑛,ビエイ,BIEI,美瑛,ビエイ,BIEI,43.588,142.493,250,10,,,43.588,142.493,250,1,1,1,1,1,,0,2009/10/15,2021/3/1,12551,0,0,0,0,0,,0
12551,美瑛,ビエイ,BIEI,美瑛,ビエイ,BIEI,43.588,142.493,250,10,,,43.588,142.493,250,1,1,1,2,1,,0,2021/3/2,9999-99-99,12551,0,0,0,6,0,,0
12596,上富良野,カミフラノ,KAMIFURANO,,,,43.455,142.465,220,6.5,,,,,,1,1,1,1,0,,0,1977/10/8,1986/6/9,12596,1,1,1,1,1,,1
12596,上富良野,カミフラノ,KAMIFURANO,,,,43.455,142.465,220,6.5,,,,,,1,1,1,1,0,,0,1986/6/10,2008/11/19,12596,0,0,0,1,0,,0
12596,上富良野,カミフラノ,KAMIFURANO,,,,43.455,142.465,220,10,,,,,,1,1,1,1,0,,0,2008/11/20,2021/3/1,12596,0,4,4,4,0,,0
12596,上富良野,カミフラノ,KAMIFURANO,,,,43.455,142.465,220,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12596,0,0,0,6,0,,0
12606,白金,シロガネ,SHIROGANE,,,,43.492,142.638,670,,,,,,,1,0,0,0,0,,0,1974/11/1,1984/10/8,12606,1,1,1,1,1,,1
12607,白金,シロガネ,SHIROGANE,,,,43.475,142.65,650,,,,,,,1,0,0,0,0,,0,1984/10/8,1989/11/1,12607,1,1,1,1,1,,1
12607,白金,シロガネ,SHIROGANE,,,,43.475,142.648,650,,,,,,,1,0,0,0,0,,0,1989/11/2,2015/11/26,12607,0,0,0,0,0,,0
12607,白金,シロガネ,SHIROGANE,,,,43.475,142.65,658,,,,,,,1,0,0,0,0,,0,2015/11/27,9999-99-99,12607,0,0,0,0,0,,0
12626,富良野,フラノ,FURANO,,,,43.333,142.398,174,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/3/31,12626,1,1,1,1,1,,1
12626,富良野,フラノ,FURANO,,,,43.333,142.4,174,6.5,,,,,,1,1,1,1,0,,0,1976/4/1,1977/4/30,12626,0,0,0,0,0,,0
12626,富良野,フラノ,FURANO,,,,43.333,142.4,174,6.5,,,,,,1,1,1,1,0,,0,1977/5/1,1979/10/30,12626,0,0,0,0,0,,0
12626,富良野,フラノ,FURANO,富良野,フラノ,FURANO,43.333,142.4,174,6.5,,,43.333,142.4,174,1,1,1,1,1,,0,1979/10/31,1989/5/7,12626,0,0,0,0,0,,0
12626,富良野,フラノ,FURANO,富良野,フラノ,FURANO,43.333,142.4,174,6.5,,,43.333,142.4,174,1,1,1,1,1,,0,1989/5/8,2005/11/10,12626,0,0,0,1,0,,0
12626,富良野,フラノ,FURANO,富良野,フラノ,FURANO,43.333,142.4,174,9.4,,,43.333,142.4,174,1,1,1,1,1,,0,2005/11/11,2008/9/26,12626,0,0,0,4,0,,0
12626,富良野,フラノ,FURANO,富良野,フラノ,FURANO,43.333,142.4,174,9.4,,,43.333,142.4,174,1,1,1,1,1,,0,2008/9/27,2021/3/1,12626,0,4,4,0,0,,0
12626,富良野,フラノ,FURANO,富良野,フラノ,FURANO,43.333,142.4,174,9.4,,,43.333,142.4,174,1,1,1,2,1,,0,2021/3/2,2021/5/24,12626,0,0,0,6,0,,0
12626,富良野,フラノ,FURANO,富良野,フラノ,FURANO,43.333,142.4,174,10,,,43.333,142.4,174,1,1,1,2,1,,0,2021/5/25,2021/9/13,12626,0,0,0,0,0,,0
12626,富良野,フラノ,FURANO,富良野,フラノ,FURANO,43.333,142.4,174,9.9,,,43.333,142.4,174,1,1,1,2,1,,1,2021/9/14,9999-99-99,12626,0,0,0,0,0,,0
12631,前富良野岳,マエフラノダケ,MAEFURANODAKE,,,,43.377,142.568,746,,,,,,,1,0,0,0,0,,0,1974/11/1,2005/11/15,12631,1,1,1,1,1,,1
12632,麓郷,ロクゴウ,ROKUGO,,,,43.302,142.522,315,6.5,,,,,,1,1,1,1,0,,0,1978/10/25,1988/5/18,12632,1,1,1,1,1,,1
12632,麓郷,ロクゴウ,ROKUGO,,,,43.302,142.522,315,6.5,,,,,,1,1,1,1,0,,0,1988/5/19,2008/12/18,12632,0,0,0,1,0,,0
12632,麓郷,ロクゴウ,ROKUGO,,,,43.302,142.522,315,6.5,,,,,,1,1,1,1,0,,0,2008/12/19,2009/10/26,12632,0,4,4,4,0,,0
12632,麓郷,ロクゴウ,ROKUGO,,,,43.302,142.522,315,10,,,,,,1,1,1,1,0,,0,2009/10/27,2021/3/1,12632,0,0,0,0,0,,0
12632,麓郷,ロクゴウ,ROKUGO,,,,43.302,142.522,315,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,12632,0,0,0,6,0,,0
12681,前時雨山,マエシグレヤマ,MAESHIGUREYAMA,,,,43.185,142.347,380,,,,,,,1,0,0,0,0,,0,1974/11/1,1998/3/30,12681,1,1,1,1,1,,1
12681,前時雨山,マエシグレヤマ,MAESHIGUREYAMA,,,,43.185,142.347,380,,,,,,,1,0,0,0,0,,0,1998/3/31,2005/11/17,12681,0,0,0,0,0,,0
12686,金山,カナヤマ,KANAYAMA,,,,43.138,142.417,284,,,,,,,1,0,0,0,0,,0,2005/11/17,9999-99-99,12686,1,1,1,1,1,,1
12691,幾寅,イクトラ,IKUTORA,,,,43.163,142.568,355,6.5,,,,,,1,1,1,1,0,,0,1977/10/7,1982/10/12,12691,1,1,1,1,1,,1
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.168,142.567,355,6.5,,,43.168,142.567,355,1,1,1,1,1,,0,1982/10/13,1990/3/15,12691,0,0,0,0,0,,0
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.16,142.568,361,6.5,,,43.16,142.568,361,1,1,1,1,1,,0,1990/3/16,1994/8/30,12691,0,0,0,1,0,,0
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.168,142.568,350,8,,,43.168,142.568,350,1,1,1,1,1,,0,1994/8/31,2005/11/17,12691,0,0,0,0,0,,0
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.168,142.568,350,9.4,,,43.168,142.568,350,1,1,1,1,1,,0,2005/11/18,2008/9/24,12691,0,0,0,4,0,,0
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.168,142.568,350,9.4,,,43.168,142.568,350,1,1,1,1,1,,0,2008/9/25,2021/3/1,12691,0,4,4,0,0,,0
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.168,142.568,350,9.4,,,43.168,142.568,350,1,1,1,2,1,,0,2021/3/2,2021/5/25,12691,0,0,0,6,0,,0
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.168,142.568,350,10,,,43.168,142.568,350,1,1,1,2,1,,0,2021/5/26,2021/9/14,12691,0,0,0,0,0,,0
12691,幾寅,イクトラ,IKUTORA,幾寅,イクトラ,IKUTORA,43.168,142.568,350,9.9,,,43.168,142.568,350,1,1,1,2,1,,1,2021/9/15,9999-99-99,12691,0,0,0,0,0,,0
12746,占冠,シムカップ,SHIMUKAPPU,,,,42.978,142.395,332,6.5,,,,,,1,1,1,1,0,,0,1977/10/7,1982/10/14,12746,1,1,1,1,1,,1
12746,占冠,シムカップ,SHIMUKAPPU,占冠,シムカップ,SHIMUKAPPU,42.978,142.395,332,6.5,,,42.978,142.395,332,1,1,1,1,1,,0,1982/10/15,1986/7/3,12746,0,0,0,0,0,,0
12746,占冠,シムカップ,SHIMUKAPPU,占冠,シムカップ,SHIMUKAPPU,42.978,142.395,332,6.5,,,42.978,142.395,332,1,1,1,1,1,,0,1986/7/4,2009/9/28,12746,0,0,0,1,0,,0
12746,占冠,シムカップ,SHIMUKAPPU,占冠,シムカップ,SHIMUKAPPU,42.978,142.395,332,10,,,42.978,142.395,332,1,1,1,1,1,,0,2009/9/29,2021/3/1,12746,0,4,4,4,0,,0
12746,占冠,シムカップ,SHIMUKAPPU,占冠,シムカップ,SHIMUKAPPU,42.978,142.395,332,10,,,42.978,142.395,332,1,1,1,2,1,,0,2021/3/2,9999-99-99,12746,0,0,0,6,0,,0
13011,幌延,ホロノベ,HORONOBE,,,,45.007,141.852,5,,,,,,,1,0,0,0,0,,0,2005/11/15,9999-99-99,13011,1,1,1,1,1,,1
13061,天塩,テシオ,TESHIO,,,,44.893,141.76,9,,,,,,,1,0,0,0,0,,0,1974/11/1,1977/10/25,13061,1,1,1,1,1,,1
13061,天塩,テシオ,TESHIO,,,,44.893,141.76,9,6.5,,,,,,1,1,1,1,0,,0,1977/10/26,1982/10/14,13061,0,0,0,0,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.76,9,6.5,,,44.893,141.76,9,1,1,1,1,1,,0,1982/10/15,1987/6/14,13061,0,0,0,0,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.76,9,6.5,,,44.893,141.76,9,1,1,1,1,1,,0,1987/6/15,1996/7/23,13061,0,0,0,1,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.762,9,6.5,,,44.893,141.762,9,1,1,1,1,1,,0,1996/7/24,2006/10/10,13061,0,0,0,0,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.762,9,6.5,,,44.893,141.762,9,1,1,1,1,1,,0,2006/10/11,2008/9/10,13061,0,0,0,4,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.762,9,6.5,,,44.893,141.762,9,1,1,1,1,1,,0,2008/9/11,2009/10/30,13061,0,4,4,0,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.762,9,10,,,44.893,141.762,9,1,1,1,1,1,,0,2009/10/31,2021/3/1,13061,0,0,0,0,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.762,9,10,,,44.893,141.762,9,1,1,1,2,1,,0,2021/3/2,2023/9/19,13061,0,0,0,6,0,,0
13061,天塩,テシオ,TESHIO,天塩,テシオ,TESHIO,44.893,141.762,9,9.8,,,44.893,141.762,9,1,1,1,2,1,,1,2023/9/20,9999-99-99,13061,0,0,0,0,0,,0
13086,遠別,エンベツ,EMBETSU,,,,44.717,141.825,10,,,,,,,1,0,0,0,0,,0,1974/11/1,1977/10/25,13086,1,1,1,1,1,,1
13086,遠別,エンベツ,EMBETSU,,,,44.717,141.825,10,6.5,,,,,,1,1,1,1,0,,0,1977/10/26,1990/5/16,13086,0,0,0,0,0,,0
13086,遠別,エンベツ,EMBETSU,,,,44.717,141.825,10,6.5,,,,,,1,1,1,1,0,,0,1990/5/17,2008/12/1,13086,0,0,0,1,0,,0
13086,遠別,エンベツ,EMBETSU,,,,44.718,141.807,7,10,,,,,,1,1,1,1,0,,0,2008/12/2,2021/3/1,13086,0,4,4,4,0,,0
13086,遠別,エンベツ,EMBETSU,,,,44.718,141.807,7,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,13086,0,0,0,6,0,,0
13121,初山別,ショサンベツ,SHOSAMBETSU,,,,44.53,141.77,5,6.5,,,,,,1,1,1,1,0,,0,1977/10/28,1982/10/14,13121,1,1,1,1,1,,1
13121,初山別,ショサンベツ,SHOSAMBETSU,初山別,ショサンベツ,SHOSAMBETSU,44.53,141.77,5,6.5,,,44.53,141.77,5,1,1,1,1,1,,0,1982/10/15,1987/6/15,13121,0,0,0,0,0,,0
13121,初山別,ショサンベツ,SHOSAMBETSU,初山別,ショサンベツ,SHOSAMBETSU,44.53,141.77,5,6.5,,,44.53,141.77,5,1,1,1,1,1,,0,1987/6/16,2006/10/30,13121,0,0,0,1,0,,0
13121,初山別,ショサンベツ,SHOSAMBETSU,初山別,ショサンベツ,SHOSAMBETSU,44.523,141.77,27,10,,,44.523,141.77,27,1,1,1,1,1,,0,2006/10/31,2008/9/16,13121,0,0,0,4,0,,0
13121,初山別,ショサンベツ,SHOSAMBETSU,初山別,ショサンベツ,SHOSAMBETSU,44.523,141.77,27,10,,,44.523,141.77,27,1,1,1,1,1,,0,2008/9/17,2021/3/1,13121,0,4,4,0,0,,0
13121,初山別,ショサンベツ,SHOSAMBETSU,初山別,ショサンベツ,SHOSAMBETSU,44.523,141.77,27,10,,,44.523,141.77,27,1,1,1,2,1,,0,2021/3/2,2023/9/20,13121,0,0,0,6,0,,0
