#,Prefectural Development Bureau,AMeDAS station number,"Surface station station number (in the data,  it has 47 at the beginning)",Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Roman alphabet,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
597,NAGANO,48561,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HARAMURA,35,58.2,138,13.2,1017,10,1.5,#1978.11.27,-,-,湿度を除く
598,NAGANO,48571,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NOBEYAMA,35,56.9,138,28.3,1350,10,1.5,#1978.11.15,-,-,湿度を除く
599,NAGANO,48601,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ONTAKESAN,35,52.3,137,30.2,2195,-,-,1976.7.1,-,-,-
600,NAGANO,48606,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KISOFUKUSHIMA,35,50.4,137,41.3,750,8.2,1.5,1976.3.25,-,-,-
601,NAGANO,48621,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,INA,35,49.5,137,57.3,633,10,1.5,1993.2.25,-,-,湿度を除く
602,NAGANO,48681,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIYADA-KOGEN,35,46.4,137,53.1,1660,-,-,#,-,-,-
603,NAGANO,48691,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SUGISHIMA,35,43.6,138,5.6,905,-,-,1983.6.23,-,-,-
604,NAGANO,48716,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SUHARA,35,41.9,137,41.5,535,-,-,#,-,-,-
605,NAGANO,48717,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAGISO,35,36.6,137,37.2,560,10,1.5,(1975.5.20)1978.11.24,-,-,湿度を除く
606,NAGANO,48731,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,IIJIMA,35,39.2,137,53.9,728,10,1.5,#1978.11.28,-,-,湿度を除く
607,NAGANO,48737,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OSHIKA,35,33.4,138,2.4,718,-,-,1983.6.14,-,-,-
608,NAGANO,48767,47637,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,IIDA,35,31.4,137,49.3,516,36.1,-,2002.5.27,-,48945,-
609,NAGANO,48826,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAMIAI,35,22.4,137,41.5,940,10,1.5,1978.11.28,-,-,湿度を除く
610,NAGANO,48836,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ANAN,35,18.8,137,48.7,610,-,-,1978.12.26,-,-,-
611,NAGANO,48841,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MINAMISHINANO,35,19.3,137,55.9,407,9.5,1.5,1978.12.1,-,-,湿度を除く
612,YAMANASHI,49036,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OIZUMI,35,51.7,138,23.2,867,10,1.5,(1975.5.20)1977.12.23,-,-,湿度を除く
613,YAMANASHI,49052,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OTOMEKO,35,48.4,138,39.3,1465,-,-,19900.10.21,-,-,-
614,YAMANASHI,49086,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NIRASAKI,35,41.6,138,26.9,341,6.6,1.5,(1975.5.20)1977.12.23,-,-,湿度を除く
615,YAMANASHI,49142,47638,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,KOFU,35,40,138,33.2,273,26.9,-,1993.3.18,-,49900,-
616,YAMANASHI,49151,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KATSUNUMA,35,39.8,138,43.5,394,9.5,1.5,#1977.12.22,-,-,湿度を除く
617,YAMANASHI,49161,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OTSUKI,35,36.5,138,56.3,364,9.9,1.7,#1977.12.22,-,-,-
618,YAMANASHI,49172,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,UENOHARA,35,37.2,139,6.3,187,-,-,19907.2.18,-,-,-
619,YAMANASHI,49187,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,FUJIKAWA,35,33.7,138,26.9,295,-,-,19905.3.14,-,-,-
620,YAMANASHI,49196,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KAMIKUISHIKI,35,31.7,138,36.9,552,10.3,1.5,#1978.11.13,-,-,湿度を除く
621,YAMANASHI,49236,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAKATOMI,35,28,138,26.5,226,10,1.5,1977.12.26,-,-,湿度を除く
622,YAMANASHI,49251,47640,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,KAWAGUCHI-KO,35,30,138,45.6,860,15.1,-,#1975.12.6,-,49905,-
623,YAMANASHI,49256,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YAMANAKA,35,26.2,138,50.2,992,6.5,2,#1977.12.27,-,-,湿度を除く
624,YAMANASHI,49316,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,NAMBU,35,17.3,138,26.7,141,9.2,1.5,#1977.12.26,-,-,-
625,SHIZUOKA,50056,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SHIRAITO,35,18.7,138,34.7,530,-,-,#,-,-,-
626,SHIZUOKA,50106,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,IKAWA,35,13,138,13.3,755,10,1.5,1978.12.25,-,-,-
627,SHIZUOKA,50112,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,UTOUGI,35,12.4,138,22.1,585,-,-,2020.1.28,-,-,-
628,SHIZUOKA,50136,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,GOTEMBA,35,18.3,138,55.6,472,10.1,1.5,#1976.11.29,-,-,-
629,SHIZUOKA,50196,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,YOSHIWARA,35,11.1,138,39.8,66,9.9,1.5,#1978.12.26,-,-,-
630,SHIZUOKA,50206,47657,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,MISHIMA,35,6.8,138,55.5,21,15.8,-,#1975.12.13,-,-,-
631,SHIZUOKA,50211,-,3,Wired Robot Weather Station,Y,Y,Y,Y,Y,N,N,ATAMIIZUSAN,35,6.9,139,5,144,5.5,1.5,2021.7.7,-,-,臨時観測所
632,SHIZUOKA,50226,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SAKUMA,35,3.4,137,45.7,150,10,1.5,(1975.5.13)1978.12.20,-,-,-
633,SHIZUOKA,50232,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HARUNO,35,0.7,137,56.7,486,-,-,19908.9.28,-,-,-
634,SHIZUOKA,50241,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,HONKAWANE,35,6.1,138,7.7,290,9.9,1.5,#1978.12.22,-,-,-
635,SHIZUOKA,50247,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAGIANA,35,2.9,138,14.8,160,-,-,1991.3.26,-,-,-
636,SHIZUOKA,50261,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SHIMIZU,35,3.2,138,31.3,3,8.4,1.5,1978.1.18,-,-,-
637,SHIZUOKA,50281,47668,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,AJIRO,35,2.7,139,5.5,67,12.5,-,#1975.12.16,-,-,-
638,SHIZUOKA,50296,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KUMA,34,57.5,137,44,375,-,-,1976.6.25,-,-,-
639,SHIZUOKA,50317,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAKANESAN,34,58.5,138,11.8,415,-,-,19901.12.18,-,-,-
640,SHIZUOKA,50331,47656,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,SHIZUOKA,34,58.5,138,24.2,14,16,-,#1975.3.23,-,50900,-
641,SHIZUOKA,50371,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIKKABI,34,48.1,137,33.4,2,-,-,1975.5.13,-,-,-
642,SHIZUOKA,50386,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TENRYU,34,53.4,137,48.8,61,10,1.5,#1978.12.21,-,-,-
643,SHIZUOKA,50391,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIKURA,34,53.7,137,56.4,114,-,-,1982.9.29,-,-,-
644,SHIZUOKA,50416,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOI,34,52.6,138,45.7,92,-,-,1990.7.10,-,-,-
645,SHIZUOKA,50426,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,YUGASHIMA,34,54,138,55.5,165,-,-,#,-,-,-
646,SHIZUOKA,50427,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,AMAGISAN,34,52.3,139,1.4,1066,-,-,#,-,-,-
647,SHIZUOKA,50456,47654,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,HAMAMATSU,34,45.2,137,42.7,46,16.8,-,#1975.3.19,-,-,-
648,SHIZUOKA,50466,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAKEGAWA,34,46.1,137,59.7,32,-,-,1975.5.13,-,-,-
649,SHIZUOKA,50476,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MAKINOHARA,34,47.1,138,8.3,191,10.1,1.5,1978.12.21,-,-,-
650,SHIZUOKA,50477,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,SHIZUOKA-KUKO,34,47.7,138,11.3,132,10,-,19901.6.4,-,-,日照・湿度・気圧を除く
651,SHIZUOKA,50491,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MATSUZAKI,34,45.3,138,47,4,10,1.5,#1978.12.27,-,-,-
652,SHIZUOKA,50506,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,INATORI,34,46.9,139,2.9,130,10,1.5,#1978.12.27,-,-,-
653,SHIZUOKA,50536,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,FUKUDE,34,41.5,137,52.8,1,10.2,1.5,1978.1.19,-,-,-
654,SHIZUOKA,50551,47655,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,OMAEZAKI,34,36.2,138,12.8,45,16,-,#1975.12.11,-,-,-
655,SHIZUOKA,50561,47666,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,IROZAKI,34,36.2,138,50.5,52,15,-,#1975.3.26,-,-,-
656,AICHI,51011,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ICHINOMIYA,35,17.9,136,51.2,11,-,-,#,-,-,-
657,AICHI,51031,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,HACHIKAI,35,13,136,41.9,5,10.4,1.5,1979.1.11,-,-,-
658,AICHI,51056,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OBARA,35,13.7,137,17.1,290,-,-,1977.7.1,-,-,-
659,AICHI,51071,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,INABU,35,12.7,137,30.4,505,10,1.5,(1975.5.12)1979.1.9,-,-,-
660,AICHI,51077,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,CHAUSUYAMA,35,13.2,137,39.6,1216,-,-,2005.12.8,-,-,-
661,AICHI,51096,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KANIE,35,8.2,136,47.5,2,-,-,1975.5.12,-,-,-
662,AICHI,51106,47636,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,NAGOYA,35,10,136,57.9,51,17.8,-,#1975.3.19,-,51900,-
663,AICHI,51116,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TOYOTA,35,7.9,137,10.6,75,6.6,1.5,#1979.1.9,-,-,-
664,AICHI,51192,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,AZO,35,4.7,137,24.8,613,-,-,2005.12.5,-,-,-
665,AICHI,51216,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OBU,34,59.7,136,56.6,32,10,1.5,19904.10.17,-,-,-
666,AICHI,51226,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OKAZAKI,34,55.1,137,11.6,47,6.4,1.5,#1979.1.9,-,-,-
667,AICHI,51241,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TSUKUDE,34,58.6,137,25.5,532,-,-,#,-,-,-
668,AICHI,51247,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SHINSHIRO,34,54.4,137,31.1,53,6.4,1.5,2002.12.25,-,-,-
669,AICHI,51261,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,SENTOREA,34,51.5,136,48.3,4,10,-,2005.2.17,-,-,日照・湿度・気圧を除く
670,AICHI,51271,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NISHIO,34,48.7,137,1.7,12,-,-,#,-,-,-
671,AICHI,51281,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,GAMAGOORI,34,50.7,137,13,55,10,1.5,1979.1.10,-,-,-
672,AICHI,51311,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MINAMICHITA,34,44.4,136,56.3,16,6.5,1.5,(1975.5.12)1979.1.10,-,-,-
673,AICHI,51331,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TOYOHASHI,34,45,137,20.5,3,6.5,1.5,2005.12.6,-,-,-
674,AICHI,51346,47653,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,IRAKO,34,37.7,137,5.6,6,10.7,-,#1975.12.16,-,-,-
675,AICHI,51356,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAHARA,34,37.6,137,13.3,45,-,-,#,-,-,-
676,GIFU,52041,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KAWAI,36,18.3,137,6,471,10,3.7,1978.11.18,-,52900,湿度を除く
677,GIFU,52051,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KAMIOKA,36,19.3,137,18.5,455,10,2,1978.11.20,-,52905,湿度を除く
678,GIFU,52081,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,SHIRAKAWA,36,16.4,136,53.8,478,10,4,1978.11.17,-,52910,湿度を除く
679,GIFU,52111,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TOCHIO,36,14.9,137,30.2,765,10,1.5,(1975.5.30)1978.11.20,-,-,湿度を除く
680,GIFU,52131,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIBORO,36,8.8,136,54.5,640,-,-,1982.6.22,-,-,-
681,GIFU,52137,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KIYOMI,36,10.8,137,2.7,740,-,-,1990.12.21,-,-,-
682,GIFU,52146,47617,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,TAKAYAMA,36,9.3,137,15.2,560,18.1,-,#1975.4.1,-,52913,-
683,GIFU,52152,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NYUKAWA,36,11.2,137,22.3,910,-,-,1990.12.26,-,-,-
684,GIFU,52173,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HIRUGANO,36,0.6,136,53.6,885,-,-,1990.12.20,-,-,-
685,GIFU,52181,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MUMAI,36,3.6,137,2.1,1015,10,2.8,1978.11.16,-,-,湿度を除く
686,GIFU,52192,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,FUNAYAMA,36,2.1,137,15.6,880,-,-,2002.10.8,-,-,-
687,GIFU,52196,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MIYANOMAE,36,0.9,137,23.3,930,9.4,2,1978.11.21,-,-,湿度を除く
688,GIFU,52221,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,NAGATAKI,35,55.4,136,49.9,430,9.9,2.8,1978.11.11,-,52915,-
689,GIFU,52286,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,HAGIWARA,35,53.3,137,12.4,425,10.1,1.5,#1976.3.3,-,-,-
690,GIFU,52321,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SEKISHIITADORI,35,43.4,136,47,351,-,-,2005.12.5,-,-,-
691,GIFU,52331,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HACHIMAN,35,45.4,136,58.7,271,10,1.5,#1978.11.16,-,-,湿度を除く
692,GIFU,52346,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MIYAJI,35,45.8,137,17.3,450,10,1.5,(1975.6.1)1978.11.21,-,-,湿度を除く
693,GIFU,52381,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,TARUMI,35,38.3,136,36.1,190,9.9,2.2,#1978.11.14,-,52920,-
694,GIFU,52406,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KANAYAMA,35,39.7,137,9.6,233,10,1.5,#1978.11.22,-,-,湿度を除く
695,GIFU,52421,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TSUKECHI,35,39.7,137,25.6,461,-,-,1982.6.11,-,-,-
696,GIFU,52461,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MINO,35,33.3,136,54.6,68,10,1.5,(1975.5.29)1978.11.15,-,-,湿度を除く
697,GIFU,52476,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,GARAN,35,30.9,137,13.8,650,-,-,#,-,-,-
698,GIFU,52482,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KUROKAWA,35,35.9,137,19.1,517,9.4,1.5,1998.9.29,-,-,湿度を除く
699,GIFU,52511,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,IBIGAWA,35,29.1,136,34,45,10,1.5,1978.11.14,-,-,湿度を除く
700,GIFU,52536,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MINOKAMO,35,26.7,137,0.3,74,10,1.5,#1978.11.15,-,-,湿度を除く
701,GIFU,52556,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ENA,35,26.8,137,24.2,315,10,1.5,#1976.3.8,-,-,湿度を除く
702,GIFU,52557,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAKATSUGAWA,35,28.6,137,29.2,378,10,1.5,19902.3.25,-,-,湿度を除く
703,GIFU,52571,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,SEKIGAHARA,35,21.8,136,28,130,10.1,1.5,#1978.11.13,-,52935,-
704,GIFU,52581,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OGAKI,35,20.8,136,37.2,6,10,1.5,#1978.11.13,-,-,湿度を除く
705,GIFU,52586,47632,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,GIFU,35,24,136,45.7,13,23,-,#1975.4.1,-,52940,-
706,GIFU,52606,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TAJIMI,35,20.8,137,6.5,120,10,1.5,(1975.5.29)1978.11.24,-,-,湿度を除く
707,GIFU,52642,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAMIISHIZU,35,14.8,136,27.5,193,-,-,19908.3.29,-,-,-
708,MIE,53016,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,AGEKI,35,8.6,136,32.3,125,-,-,#,-,-,-
709,MIE,53041,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KUWANA,35,3,136,41.6,3,9.9,1.5,#1979.1.12,-,-,-
710,MIE,53061,47684,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,YOKKAICHI,34,56.4,136,34.8,55,10.7,-,#1975.12.13,-,-,-
711,MIE,53091,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KAMEYAMA,34,52.2,136,27.2,70,10,1.5,#1979.1.12,-,-,-
712,MIE,53112,47649,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,UENO,34,45.7,136,8.5,159,22.1,-,1985.1.30,-,-,-
713,MIE,53121,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KASATORIYAMA,34,43.5,136,18.5,810,-,-,#,-,-,-
714,MIE,53133,47651,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,TSU,34,44,136,31.1,3,-,-,19903.10.20,-,53900,気温、雨
715,MIE,53133,47651,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,TSU,34,43.3,136,31.5,2,15,-,19903.10.20,-,-,風、日照
716,MIE,53141,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NABARI,34,37.6,136,6.5,226,-,-,#,-,-,-
717,MIE,53151,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HAKUSAN,34,37.5,136,19.3,60,-,-,1979.3.30,-,-,-
718,MIE,53196,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OBATA,34,31.7,136,39.9,10,10,1.5,#1979.1.16,-,-,-
719,MIE,53231,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KAYUMI,34,26.9,136,23.4,120,10,1.5,#1979.1.16,-,-,-
720,MIE,53257,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TOBA,34,28.9,136,49.5,2,9,1.5,1994.2.7,-,-,-
721,MIE,53287,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,FUJISAKATOGE,34,19.4,136,29.3,560,-,-,#,-,-,-
722,MIE,53296,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,NANSEI,34,20.7,136,40.9,6,10,1.5,(1978.6.15)1979.1.17,-,-,-
723,MIE,53307,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,AGO,34,18.5,136,52.4,31,-,-,1982.6.1,-,-,-
724,MIE,53321,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIYAGAWA,34,16.7,136,12.5,205,-,-,1978.6.1,-,-,-
725,MIE,53326,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KII-NAGASHIMA,34,12.5,136,19.6,3,9.9,1.5,1979.1.17,-,-,-
726,MIE,53378,47663,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,N,OWASE,34,4.1,136,11.6,15,28.4,-,1985.5.29,-,-,-
727,MIE,53401,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KUMANOATASHIKA,33,55.9,136,8.3,23,6.4,1.5,2001.12.18,-,-,-
728,MIE,53416,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIHAMA,33,51.1,135,58.8,130,-,-,1985.6.11,-,-,-
729,NIIGATA,54012,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,AWASHIMA,38,27.9,139,15.2,4,10.4,1.5,19908.5.31,-,-,湿度を除く
730,NIIGATA,54041,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HAGIKIZAKI,38,19.8,138,30.7,58,8.1,1.5,1997.3.31,-,-,湿度を除く
731,NIIGATA,54056,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAKANE,38,19.8,139,36.2,85,-,-,1978.6.1,-,-,-
732,NIIGATA,54086,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MURAKAMI,38,13.6,139,28.7,10,8.3,2.7,#1978.11.28,-,-,-
733,NIIGATA,54097,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIOMOTE,38,14.8,139,36.3,45,-,-,1981.5.20,-,-,-
734,NIIGATA,54157,47602,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,AIKAWA,38,1.7,138,14.4,6,33.8,-,1995.7.7,-,54900,-
735,NIIGATA,54166,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,RYOTSU,38,4.4,138,26.4,2,18.8,1.5,#1978.11.24,-,-,湿度を除く
736,NIIGATA,54181,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAKAJO,38,4.6,139,23.3,14,10,2.6,1978.11.28,-,-,湿度を除く
737,NIIGATA,54191,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,SHIMOSEKI,38,5.5,139,33.8,33,10,2.8,(1975.5.2)1978.11.27,-,54905,湿度を除く
738,NIIGATA,54232,47604,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,NIIGATA,37,53.6,139,1.1,4,-,-,2002.11.21,-,54907,気温、雨
739,NIIGATA,54232,47604,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,NIIGATA,37,53.3,139,2.9,0,15.1,-,2002.11.21,-,-,風、日照
740,NIIGATA,54236,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,MATSUHAMA,37,57.3,139,6.7,1,10,-,2003.1.1,-,54908,日照・湿度・気圧を除く
741,NIIGATA,54271,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HAMOCHI,37,50.5,138,18.8,11,10,1.5,(1975.6.1)1978.11.24,-,-,湿度を除く
742,NIIGATA,54296,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,NIITSU,37,47.5,139,5.2,3,10,2.5,#1978.11.21,-,54910,-
743,NIIGATA,54301,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HYOKO,37,50,139,14.2,9,-,-,19906.7.23,-,-,-
744,NIIGATA,54311,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,AKADANI,37,50.1,139,24.9,135,-,-,1976.7.30,-,-,-
745,NIIGATA,54341,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MAKI,37,46.1,138,54.8,2,10,2.3,#1978.12.22,-,-,湿度を除く
746,NIIGATA,54387,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TERADOMARI,37,38.4,138,46,44,7.9,1.5,2001.8.10,-,-,湿度を除く
747,NIIGATA,54396,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SANJO,37,38.4,138,57.3,9,12.5,2.5,#1978.11.20,-,-,湿度を除く
748,NIIGATA,54406,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MURAMATSU,37,41.8,139,11.3,25,-,-,#,-,-,-
749,NIIGATA,54421,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,TSUGAWA,37,40.3,139,26.8,100,9.6,3,#1978.11.21,-,54915,湿度を除く
750,NIIGATA,54462,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MIYAYORIKAMI,37,34.8,139,8.4,125,-,-,1983.6.29,-,-,-
751,NIIGATA,54472,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,MUROYA,37,33,139,22.2,200,-,-,1992.3.27,-,-,-
