地点番号 観測点の種類（※1） 観測要素_気温 観測要素_降水量 観測要素_風向 観測要素_風速 観測要素_日照時間(※2) 観測要素_積雪深 観測要素_湿度 観測要素_気圧 緯度（[度, 分]） 経度（[度, 分]） 標高（m） 観測所名_漢字 観測所名_カタカタ 観測所名_アルファベット
	※1：Aは管区気象台・地方気象台・沖縄気象台、Bは測候所・特別地域気象観測所（元測候所）、Cは通常のアメダス、Dは父島気象観測所、Eは南鳥島気象観測所、Fは富士山特別気象観測所
	※2：Yevは、観測ではなく推計気象分布に基づく推定値で、2021年3月2日から気象官署・特別地域気象観測所を除く地域気象観測所において提供
11001, C, Y, Y, Y, Y, Yev, N, Y, N, [45,31.2], [141,56.1], 26, 宗谷岬, ソウヤミサキ, Cape Soya
64041, C, Y, Y, Y, Y, Yev, N, Y, N, [34,36.3], [135,57.1], 468, 針, ハリ, Hari
64056, C, N, Y, N, N, N, N, N, N, [34,33.3], [135,47.1], 50, 田原本, タワラモト, Tawaramoto
64076, C, N, Y, N, N, N, N, N, N, [34,31.3], [136,9.5], 610, 曽爾, ソニ, Soni
64091, C, N, Y, N, N, N, N, N, N, [34,29.3], [135,42.2], 141, 葛城, カツラギ, Katsuragi
64101, C, Y, Y, Y, Y, Yev, N, Y, N, [34,29.3], [135,55.9], 349, 大宇陀, オオウダ, Ouda
64127, C, Y, Y, Y, Y, Yev, N, Y, N, [34,22.8], [135,43.8], 190, 五條, ゴジョウ, Gojo
64136, C, N, Y, N, N, N, N, N, N, [34,22.7], [135,54.0], 188, 吉野, ヨシノ, Yoshino
64161, C, N, Y, N, N, N, N, N, N, [34,16.2], [135,53.0], 840, 天川, テンカワ, Tenkawa
64206, C, Y, Y, Y, Y, Yev, N, Y, N, [34,8.2], [136,0.3], 334, 上北山, カミキタヤマ, Kamikitayama
64227, C, Y, Y, Y, Y, Yev, N, Y, N, [34,2.7], [135,47.2], 301, 風屋, カゼヤ, Kazeya
64236, C, N, Y, N, N, N, N, N, N, [34,0.2], [135,58.0], 249, 下北山, シモキタヤマ, Shimokitayama
64262, C, N, Y, N, N, N, N, N, N, [33,57.2], [135,51.4], 396, 葛川, クズカワ, Kuzukawa
65021, C, N, Y, N, N, N, N, N, N, [34,20.8], [135,26.2], 840, 葛城山, カツラギサン, Mt.Katsuragi
65026, C, Y, Y, Y, Y, Yev, N, Y, N, [34,18.6], [135,31.7], 142, かつらぎ, カツラギ, Katsuragi
65036, C, Y, Y, Y, Y, Yev, N, Y, N, [34,16.8], [134,59.9], 44, 友ケ島, トモガシマ, Tomogashima Island
65042, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,13.7], [135,9.8], 14, 和歌山, ワカヤマ, Wakayama
65061, C, Y, Y, Y, Y, Yev, N, Y, N, [34,13.3], [135,35.4], 801, 高野山, コウヤサン, Koyasan
65106, C, N, Y, N, N, N, N, N, N, [34,2.1], [135,10.9], 8, 湯浅, ユアサ, Yuasa
65121, C, Y, Y, Y, Y, Yev, N, Y, N, [34,5.2], [135,25.5], 240, 清水, シミズ, Shimizu
65127, C, N, Y, N, N, N, N, N, N, [34,2.4], [135,34.0], 1130, 護摩壇山, ゴマダンザン, Mt.Goma-Danzan
65162, C, Y, Y, Y, Y, Yev, N, Y, N, [33,56.7], [135,33.4], 410, 龍神, リュウジン, Ryujin
65201, C, Y, Y, Y, Y, Yev, N, Y, N, [33,53.6], [135,13.0], 84, 川辺, カワベ, Kawabe
65226, C, N, Y, N, N, N, N, N, N, [33,50.2], [135,46.4], 60, 本宮, ホングウ, Hongu
65256, C, Y, Y, Y, Y, Yev, N, Y, N, [33,47.5], [135,30.8], 160, 栗栖川, クリスガワ, Kurisugawa
65276, C, Y, Y, Y, Y, Yev, N, Y, N, [33,41.2], [135,58.2], 18, 新宮, シングウ, Shingu
65288, C, Y, Y, Y, Y, N, N, N, N, [33,39.7], [135,21.8], 89, 南紀白浜, ナンキシラハマ：南紀白浜空港, Nanki-Shirahama
65306, C, Y, Y, Y, Y, Yev, N, Y, N, [33,38.3], [135,42.6], 150, 西川, ニシカワ, Nishikawa
65311, C, N, Y, N, N, N, N, N, N, [33,40.5], [135,50.9], 275, 色川, イロカワ, Irokawa
65321, C, N, Y, N, N, N, N, N, N, [33,36.3], [135,28.8], 17, 日置川, ヒキガワ, Hikigawa
65356, B, Y, Y, Y, Y, Y, N, Y, Y, [33,27.0], [135,45.4], 68, 潮岬, シオノミサキ, Cape Shiono
66046, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,17.8], [133,43.5], 430, 上長田, カミナガタ, Kaminagata
66056, C, N, Y, N, N, N, N, N, N, [35,18.0], [133,59.2], 734, 恩原, オンバラ, Onbara
66091, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,6.2], [133,26.1], 525, 千屋, チヤ, Chiya
66112, C, N, Y, N, N, N, N, N, N, [35,10.7], [133,48.3], 480, 富, トミ, Tomi
66127, C, Y, Y, Y, Y, Yev, N, Y, N, [35,6.7], [134,10.2], 212, 奈義, ナギ, Nagi
66136, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,5.9], [134,19.5], 207, 今岡, イマオカ, Imaoka
66171, C, Y, Y, Y, Y, Yev, N, Y, N, [35,4.1], [133,45.2], 144, 久世, クセ, Kuse
66186, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,3.8], [134,0.5], 146, 津山, ツヤマ, Tsuyama
66221, C, Y, Y, Y, Y, Yev, N, Y, N, [34,56.6], [133,31.1], 393, 新見, ニイミ, Niimi
66226, C, N, Y, N, N, N, N, N, N, [34,57.9], [133,37.7], 180, 下呰部, シモアザエ, Shimoazae
66237, C, N, Y, N, N, N, N, N, N, [34,57.7], [133,48.7], 230, 旭西, アサヒニシ, Asahinishi
66251, C, N, Y, N, N, N, N, N, N, [34,55.1], [134,4.9], 56, 赤磐, アカイワ, Akaiwa
66276, C, N, Y, N, N, N, N, N, N, [34,49.7], [133,31.4], 529, 陣山, ジンヤマ, Mt.Jinyama
66287, C, N, Y, N, N, N, N, N, N, [34,49.0], [133,42.3], 340, 吉備中央, キビチュウオウ, Kibi-Chuo
66296, C, Y, Y, Y, Y, Yev, N, Y, N, [34,52.0], [133,54.2], 63, 福渡, フクワタリ, Fukuwatari
66306, C, Y, Y, Y, Y, Yev, N, Y, N, [34,48.9], [134,11.0], 35, 和気, ワケ, Wake
66336, C, Y, Y, Y, Y, Yev, N, Y, N, [34,47.5], [133,36.6], 60, 高梁, タカハシ, Takahashi
66346, C, Y, Y, Y, Y, N, N, N, N, [34,45.4], [133,51.3], 239, 日応寺, ニチオウジ：岡山空港, Nichioji
66381, C, N, Y, N, N, N, N, N, N, [34,41.1], [133,26.7], 390, 佐屋, サヤ, Saya
66391, C, N, Y, N, N, N, N, N, N, [34,37.0], [133,37.1], 18, 矢掛, ヤカゲ, Yakage
66408, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,41.1], [133,55.5], 5, 岡山, オカヤマ, Okayama
66421, C, Y, Y, Y, Y, Yev, N, Y, N, [34,40.9], [134,12.4], 10, 虫明, ムシアゲ, Mushiage
66446, C, Y, Y, Y, Y, Yev, N, Y, N, [34,35.4], [133,46.1], 3, 倉敷, クラシキ, Kurashiki
66481, C, Y, Y, Y, Y, Yev, N, Y, N, [34,30.1], [133,29.7], 0, 笠岡, カサオカ, Kasaoka
66501, C, Y, Y, Y, Y, Yev, N, Y, N, [34,29.2], [133,57.0], 2, 玉野, タマノ, Tamano
67016, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,2.0], [132,54.1], 570, 高野, タカノ, Takano
67026, C, N, Y, N, N, N, N, N, N, [35,3.4], [133,11.3], 729, 道後山, ドウゴヤマ, Mt.Dogo
67052, C, N, Y, N, N, N, N, N, N, [34,55.7], [132,49.8], 304, 君田, キミタ, Kimita
67106, C, Y, Y, Y, Y, Yev, N, Y, N, [34,48.7], [132,51.0], 159, 三次, ミヨシ, Miyoshi
67116, C, Y, Y, Y, Y, Yev, N, Y, N, [34,51.6], [133,1.4], 300, 庄原, ショウバラ, Shobara
67126, C, N, Y, N, N, N, N, N, N, [34,53.7], [133,16.6], 310, 東城, トウジョウ, Tojo
67136, C, N, Y, N, N, N, Y, N, N, [34,42.5], [132,10.4], 774, 八幡, ヤワタ, Yawata
67151, C, Y, Y, Y, Y, Yev, Y, Y, N, [34,46.1], [132,27.8], 399, 大朝, オオアサ, Oasa
67161, C, N, Y, N, N, N, N, N, N, [34,43.3], [132,39.3], 318, 美土里, ミドリ, Midori
67191, C, Y, Y, Y, Y, Yev, N, Y, N, [34,45.8], [133,16.7], 510, 油木, ユキ, Yuki
67211, C, N, Y, N, N, N, N, N, N, [34,41.9], [132,18.7], 525, 王泊, オオドマリ, Odomari
67212, C, Y, Y, Y, Y, Yev, N, Y, N, [34,36.6], [132,19.2], 210, 加計, カケ, Kake
67217, C, N, Y, N, N, N, N, N, N, [34,38.8], [132,26.6], 400, 都志見, ツシミ, Tsushimi
67231, C, N, Y, N, N, N, N, N, N, [34,41.7], [132,45.6], 185, 甲田, コウダ, Koda
67251, C, N, Y, N, N, N, N, N, N, [34,41.6], [133,7.0], 384, 上下, ジョウゲ, Joge
67271, C, N, Y, N, N, N, N, N, N, [34,35.8], [132,10.6], 987, 内黒山, ウチグロヤマ, Mt.Uchiguro
67292, C, Y, Y, Y, Y, Yev, N, Y, N, [34,32.7], [132,31.8], 70, 三入, ミイリ, Miiri
67306, C, N, Y, N, N, N, N, N, N, [34,34.0], [132,50.3], 363, 安宿, アスカ, Asuka
67316, C, Y, Y, Y, Y, Yev, N, Y, N, [34,35.0], [133,3.0], 350, 世羅, セラ, Sera
67326, C, Y, Y, Y, Y, Yev, N, Y, N, [34,33.7], [133,13.9], 70, 府中, フチュウ, Fuchu
67351, C, N, Y, N, N, N, N, N, N, [34,29.9], [132,17.4], 206, 佐伯湯来, サエキユキ, Saeki-Yuki
67371, C, N, Y, N, N, N, N, N, N, [34,29.9], [132,39.6], 215, 志和, シワ, Shiwa
67376, C, Y, Y, Y, Y, Yev, N, Y, N, [34,25.0], [132,42.0], 224, 東広島, ヒガシヒロシマ, Higashi-Hiroshima
67386, C, Y, Y, Y, Y, N, N, N, N, [34,26.1], [132,55.1], 331, 本郷, ホンゴウ：広島空港, Hongo
67401, B, Y, Y, Y, Y, Y, N, Y, Y, [34,26.8], [133,14.8], 2, 福山, フクヤマ, Fukuyama
67421, C, Y, Y, Y, Y, Yev, N, Y, N, [34,21.9], [132,11.4], 317, 廿日市津田, ハツカイチツタ, Hatsukaichi-Tsuta
67437, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,23.9], [132,27.7], 4, 広島, ヒロシマ, Hiroshima
67461, C, Y, Y, Y, Y, Yev, N, Y, N, [34,19.8], [132,58.9], 5, 竹原, タケハラ, Takehara
67471, C, Y, Y, Y, Y, Yev, N, Y, N, [34,16.7], [133,7.4], 3, 生口島, イクチジマ, Ikuchijima  Island
67496, C, Y, Y, Y, Y, Yev, N, Y, N, [34,13.3], [132,13.2], 1, 大竹, オオタケ, Otake
67511, B, Y, Y, Y, Y, Y, N, Y, Y, [34,14.4], [132,33.0], 4, 呉, クレ, Kure
67566, C, N, Y, N, N, N, N, N, N, [34,5.5], [132,29.3], 3, 倉橋, クラハシ, Kurahashi
67576, C, Y, Y, Y, Y, Yev, N, Y, N, [34,9.9], [132,44.9], 48, 呉市蒲刈, クレシカマガリ, Kamagari, Kure City
68022, B, Y, Y, Y, Y, Y, Y, Y, Y, [36,12.2], [133,20.0], 27, 西郷, サイゴウ, Saigo
68046, C, Y, Y, Y, Y, N, N, N, N, [36,10.7], [133,19.4], 80, 西郷岬, サイゴウミサキ：隠岐空港, Cape Saigo
68056, C, Y, Y, Y, Y, Yev, N, Y, N, [36,5.8], [133,5.8], 3, 海士, アマ, Ama
68091, C, Y, Y, Y, Y, Yev, N, Y, N, [35,31.2], [132,59.0], 3, 鹿島, カシマ, Kashima
68121, C, Y, Y, Y, Y, N, Y, N, N, [35,24.8], [132,53.4], 2, 斐川, ヒカワ：出雲空港, Hikawa
68132, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,27.4], [133,3.9], 17, 松江, マツエ, Matsue
68156, C, Y, Y, Y, Y, Yev, N, Y, N, [35,19.9], [132,43.8], 20, 出雲, イズモ, Izumo
68166, C, N, Y, N, N, N, N, N, N, [35,19.1], [132,57.9], 56, 大東, ダイトウ, Daito
68181, C, N, Y, N, N, N, N, N, N, [35,21.0], [133,16.4], 23, 伯太, ハクタ, Hakuta
68206, C, N, Y, N, N, N, N, N, N, [35,13.3], [132,43.4], 100, 佐田, サダ, Sada
68246, C, Y, Y, Y, Y, Yev, N, Y, N, [35,11.4], [132,29.8], 30, 大田, オオダ, Oda
68261, C, Y, Y, Y, Y, Yev, N, Y, N, [35,11.8], [132,48.9], 215, 掛合, カケヤ, Kakeya
68276, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,10.4], [133,6.2], 369, 横田, ヨコタ, Yokota
68286, C, N, Y, N, N, N, N, N, N, [35,4.2], [132,20.0], 8, 福光, フクミツ, Fukumitsu
68306, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,0.1], [132,42.7], 444, 赤名, アカナ, Akana
68346, C, N, Y, N, N, N, N, N, N, [34,57.2], [132,20.0], 32, 桜江, サクラエ, Sakurae
68351, C, Y, Y, Y, Y, Yev, N, Y, N, [34,58.6], [132,29.5], 132, 川本, カワモト, Kawamoto
68376, B, Y, Y, Y, Y, Y, N, Y, Y, [34,53.8], [132,4.2], 19, 浜田, ハマダ, Hamada
68401, C, Y, Y, Y, Y, Yev, Y, Y, N, [34,51.2], [132,31.8], 327, 瑞穂, ミズホ, Mizuho
68421, C, N, Y, N, N, N, N, N, N, [34,47.7], [131,56.9], 9, 三隅, ミスミ, Misumi
68431, C, Y, Y, Y, Y, Yev, Y, Y, N, [34,46.6], [132,6.5], 380, 弥栄, ヤサカ, Yasaka
68436, C, N, Y, N, N, N, N, N, N, [34,46.8], [132,11.8], 370, 波佐, ハザ, Haza
68456, C, Y, Y, Y, Y, N, N, N, N, [34,40.5], [131,47.4], 54, 高津, タカツ：石見空港, Takatsu
68462, C, Y, Y, Y, Y, Yev, N, Y, N, [34,40.6], [131,50.6], 4, 益田, マスダ, Masuda
68501, C, N, Y, N, N, N, N, N, N, [34,34.3], [132,1.0], 259, 匹見, ヒキミ, Hikimi
68516, C, Y, Y, Y, Y, Yev, N, Y, N, [34,27.7], [131,46.2], 165, 津和野, ツワノ, Tsuwano
68541, C, Y, Y, Y, Y, Yev, N, Y, N, [34,23.5], [131,53.6], 250, 吉賀, ヨシカ, Yoshika
69006, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,32.6], [133,14.1], 2, 境, サカイ, Sakai
69021, C, Y, Y, Y, Y, Yev, N, Y, N, [35,31.4], [133,34.0], 15, 塩津, シオツ, Shiotsu
69041, C, Y, Y, Y, Y, Yev, N, Y, N, [35,31.2], [133,59.8], 13, 青谷, アオヤ, Aoya
69052, C, Y, Y, Y, Y, N, N, N, N, [35,31.8], [134,9.9], 15, 湖山, コヤマ：鳥取空港, Koyama
69061, C, Y, Y, Y, Y, Yev, N, Y, N, [35,33.5], [134,21.6], 19, 岩井, イワイ, Iwai
69076, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,26.0], [133,20.3], 7, 米子, ヨナゴ, Yonago
69101, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,28.4], [133,50.3], 8, 倉吉, クラヨシ, Kurayoshi
69111, C, N, Y, N, N, N, N, N, N, [35,24.8], [134,1.0], 210, 鹿野, シカノ, Shikano
69122, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,29.2], [134,14.3], 7, 鳥取, トットリ, Tottori
69152, C, N, Y, N, N, N, Y, N, N, [35,23.6], [133,32.2], 875, 大山, ダイセン, Mt.Daisen
69161, C, N, Y, N, N, N, N, N, N, [35,22.7], [133,45.4], 150, 関金, セキガネ, Sekigane
69181, C, N, Y, N, N, N, N, N, N, [35,19.7], [134,6.8], 210, 佐治, サジ, Saji
69196, C, N, Y, N, N, N, N, N, N, [35,20.0], [134,24.3], 231, 若桜, ワカサ, Wakasa
69222, C, N, Y, N, N, N, N, N, N, [35,17.3], [133,29.0], 155, 江尾, エビ, Ebi
69246, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,15.8], [134,14.4], 182, 智頭, チズ, Chizu
69271, C, Y, Y, Y, Y, Yev, N, Y, N, [35,11.2], [133,13.8], 490, 茶屋, チャヤ, Chaya
71066, C, Y, Y, Y, Y, Yev, N, Y, N, [34,1.4], [133,47.7], 214, 池田, イケダ, Ikeda
71087, C, Y, Y, Y, Y, Yev, N, Y, N, [34,2.4], [134,9.4], 160, 穴吹, アナブキ, Anabuki
71106, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,4.0], [134,34.4], 2, 徳島, トクシマ, Tokushima
71136, C, N, Y, N, N, N, N, N, N, [33,59.4], [134,2.2], 228, 半田, ハンダ, Handa
71191, C, Y, Y, Y, Y, Yev, N, Y, N, [33,52.0], [133,54.2], 532, 京上, キョウジョウ, Kyojo
71211, C, N, Y, N, N, N, N, N, N, [33,52.7], [134,23.3], 290, 福原旭, フクハラアサヒ, Fukuhara-Asahi
71231, C, Y, Y, Y, Y, Yev, N, Y, N, [33,50.2], [134,44.5], 10, 蒲生田, カモダ, Kamoda
71251, C, Y, Y, Y, Y, Yev, N, Y, N, [33,46.3], [134,11.9], 363, 木頭, キトウ, Kito
71266, C, Y, Y, Y, Y, Yev, N, Y, N, [33,43.9], [134,32.3], 3, 日和佐, ヒワサ, Hiwasa
71291, C, Y, Y, Y, Y, Yev, N, Y, N, [33,36.7], [134,21.3], 5, 海陽, カイヨウ, Kaiyo
72061, C, Y, Y, Y, Y, Yev, N, Y, N, [34,28.3], [134,16.4], 20, 内海, ウチノミ, Uchinomi
72086, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,19.1], [134,3.2], 9, 高松, タカマツ, Takamatsu
72111, B, Y, Y, Y, Y, Y, N, Y, Y, [34,16.5], [133,45.1], 4, 多度津, タドツ, Tadotsu
72121, C, Y, Y, Y, Y, Yev, N, Y, N, [34,14.2], [133,55.4], 60, 滝宮, タキノミヤ, Takinomiya
72126, C, Y, Y, Y, Y, N, N, N, N, [34,12.8], [134,0.9], 185, 香南, コウナン：高松空港, Konan
72146, C, Y, Y, Y, Y, Yev, N, Y, N, [34,12.8], [134,24.4], 12, 引田, ヒケタ, Hiketa
72161, C, Y, Y, Y, Y, Yev, N, Y, N, [34,7.2], [133,46.3], 65, 財田, サイタ, Saita
72176, C, N, Y, N, N, N, N, N, N, [34,6.8], [134,3.0], 1040, 竜王山, リュウオウザン, Mt.Ryuo
73001, C, Y, Y, Y, Y, Yev, N, Y, N, [34,15.0], [133,0.4], 9, 大三島, オオミシマ, Omishima
73071, C, N, Y, N, N, N, N, N, N, [34,1.1], [132,56.4], 67, 玉川, タマガワ, Tamagawa
73076, C, Y, Y, Y, Y, Yev, N, Y, N, [34,3.2], [132,58.5], 27, 今治, イマバリ, Imabari
73126, C, Y, Y, Y, Y, Yev, N, Y, N, [33,54.9], [133,4.8], 4, 西条, サイジョウ, Saijo
73141, C, Y, Y, Y, Y, Yev, N, Y, N, [33,56.2], [133,20.3], 90, 新居浜, ニイハマ, Niihama
73151, C, Y, Y, Y, Y, Yev, N, Y, N, [33,58.9], [133,34.9], 75, 四国中央, シコクチュウオウ, Shikoku-Chuo
73152, C, N, Y, N, N, N, N, N, N, [33,54.9], [133,30.6], 310, 富郷, トミサト, Tomisato
73166, A, Y, Y, Y, Y, Y, Y, Y, Y, [33,50.6], [132,46.6], 32, 松山, マツヤマ, Matsuyama
73168, C, Y, Y, Y, Y, N, N, N, N, [33,49.6], [132,41.9], 4, 松山南吉田, マツヤマミナミヨシダ：松山空港, Matsuyama-Minamiyoshida
73231, C, N, Y, N, N, N, N, N, N, [33,44.3], [132,53.4], 460, 上林, カミハヤシ, Kamihayashi
73247, C, N, Y, N, N, N, N, N, N, [33,47.7], [133,7.9], 1280, 成就社, ジョウジュシャ, Jojusha
73256, C, Y, Y, Y, Y, Yev, N, Y, N, [33,37.0], [132,28.8], 4, 長浜, ナガハマ, Nagahama
73271, C, N, Y, N, N, N, N, N, N, [33,38.3], [132,42.5], 163, 中山, ナカヤマ, Nakayama
73276, C, Y, Y, Y, Y, Yev, N, Y, N, [33,39.8], [132,53.7], 511, 久万, クマ, Kuma
73306, C, Y, Y, Y, Y, Yev, N, Y, N, [33,30.5], [132,32.1], 20, 大洲, オオズ, Ozu
73321, C, N, Y, N, N, N, N, N, N, [33,32.6], [132,49.9], 1000, 獅子越峠, シシゴエトウゲ, Shishigoe Pass
73341, C, Y, Y, Y, Y, Yev, N, Y, N, [33,26.8], [132,15.4], 143, 瀬戸, セト, Seto
73351, C, N, Y, N, N, N, N, N, N, [33,26.9], [132,26.0], 8, 八幡浜, ヤワタハマ, Yawatahama
73406, C, Y, Y, Y, Y, Yev, N, Y, N, [33,22.0], [132,30.2], 200, 宇和, ウワ, Uwa
73442, B, Y, Y, Y, Y, Y, N, Y, Y, [33,13.6], [132,33.1], 2, 宇和島, ウワジマ, Uwajima
73446, C, Y, Y, Y, Y, Yev, N, Y, N, [33,15.2], [132,40.5], 129, 近永, チカナガ, Chikanaga
73516, C, Y, Y, Y, Y, Yev, N, Y, N, [32,57.8], [132,34.2], 12, 御荘, ミショウ, Misho
74056, C, Y, Y, Y, Y, Yev, N, Y, N, [33,45.9], [133,20.3], 605, 本川, ホンガワ, Hongawa
74071, C, Y, Y, Y, Y, Yev, N, Y, N, [33,45.2], [133,34.5], 252, 本山, モトヤマ, Motoyama
74101, C, N, Y, N, N, N, N, N, N, [33,36.4], [133,10.2], 141, 池川, イケガワ, Ikegawa
74126, C, N, Y, N, N, N, N, N, N, [33,40.7], [133,41.1], 346, 繁藤, シゲトウ, Shigeto
74136, C, Y, Y, Y, Y, Yev, N, Y, N, [33,41.9], [133,52.5], 210, 大栃, オオドチ, Odochi
74151, C, N, Y, N, N, N, N, N, N, [33,36.9], [134,6.5], 450, 魚梁瀬, ヤナセ, Yanase
74166, C, N, Y, N, N, N, N, N, N, [33,30.7], [133,16.3], 80, 佐川, サカワ, Sakawa
74182, A, Y, Y, Y, Y, Y, Y, Y, Y, [33,34.0], [133,32.9], 1, 高知, コウチ, Kochi
74187, C, Y, Y, Y, Y, Yev, N, Y, N, [33,35.4], [133,38.6], 12, 後免, ゴメン, Gomen
74188, C, Y, Y, Y, Y, N, N, N, N, [33,32.7], [133,40.1], 9, 南国日章, ナンコクニッショウ：高知空港, Nankoku-Nissho
74237, C, N, Y, N, N, N, N, N, N, [33,25.0], [133,5.3], 425, 船戸, フナト, Funato
74238, C, N, Y, N, N, N, N, N, N, [33,28.8], [133,5.0], 835, 鳥形山, トリガタヤマ, Mt. Torigata
74271, C, Y, Y, Y, Y, Yev, N, Y, N, [33,29.3], [133,56.0], 6, 安芸, アキ, Aki
74276, C, N, Y, N, N, N, N, N, N, [33,25.6], [134,0.4], 17, 田野, タノ, Tano
74296, C, Y, Y, Y, Y, Yev, N, Y, N, [33,23.4], [132,55.3], 415, 梼原, ユスハラ, Yusuhara
74311, C, Y, Y, Y, Y, Yev, N, Y, N, [33,23.1], [133,16.6], 4, 須崎, スサキ, Susaki
74336, C, N, Y, N, N, N, N, N, N, [33,24.7], [134,11.9], 26, 佐喜浜, サキハマ, Sakihama
74361, C, Y, Y, Y, Y, Yev, N, Y, N, [33,12.4], [133,7.7], 205, 窪川, クボカワ, Kubokawa
74372, B, Y, Y, Y, Y, Y, N, Y, Y, [33,15.1], [134,10.6], 185, 室戸岬, ムロトミサキ, Cape Muroto
74381, C, Y, Y, Y, Y, Yev, N, Y, N, [33,10.2], [132,47.5], 72, 江川崎, エカワサキ, Ekawasaki
74391, C, N, Y, N, N, N, N, N, N, [33,11.6], [132,58.3], 150, 大正, タイショウ, Taisho
74436, C, Y, Y, Y, Y, Yev, N, Y, N, [33,4.7], [133,6.1], 3, 佐賀, サガ, Saga
74447, B, Y, Y, Y, Y, Y, N, Y, Y, [32,55.2], [132,41.7], 2, 宿毛, スクモ, Sukumo
74456, C, Y, Y, Y, Y, Yev, N, Y, N, [32,59.4], [132,55.2], 8, 中村, ナカムラ, Nakamura
74506, C, N, Y, N, N, N, N, N, N, [32,47.7], [132,52.3], 9, 三崎, ミサキ, Misaki
74516, B, Y, Y, Y, Y, Y, N, Y, Y, [32,43.3], [133,0.6], 31, 清水, シミズ, Shimizu
81011, C, Y, Y, Y, Y, Yev, N, Y, N, [34,36.9], [131,37.4], 50, 須佐, スサ, Susa
81071, B, Y, Y, Y, Y, Y, N, Y, Y, [34,24.6], [131,24.3], 2, 萩, ハギ, Hagi
81116, C, Y, Y, Y, Y, Yev, N, Y, N, [34,22.2], [131,3.3], 20, 油谷, ユヤ, Yuya
81146, C, N, Y, N, N, N, N, N, N, [34,20.3], [131,37.6], 264, 篠生, シノブ, Shinobu
81151, C, Y, Y, Y, Y, Yev, N, Y, N, [34,23.9], [131,43.5], 310, 徳佐, トクサ, Tokusa
81167, C, N, Y, N, N, N, N, N, N, [34,21.0], [132,3.8], 945, 羅漢山, ラカンザン, Mt.Rakanzan
81196, C, Y, Y, Y, Y, Yev, N, Y, N, [34,14.1], [131,18.4], 240, 秋吉台, アキヨシダイ, Akiyoshidai
81228, C, N, Y, N, N, N, N, N, N, [34,13.5], [131,48.9], 368, 鹿野, カノ, Kano
81231, C, Y, Y, Y, Y, Yev, N, Y, N, [34,15.7], [131,57.1], 97, 広瀬, ヒロセ, Hirose
81266, C, Y, Y, Y, Y, Yev, N, Y, N, [34,11.2], [131,4.6], 40, 豊田, トヨタ, Toyota
81271, C, N, Y, N, N, N, N, N, N, [34,7.1], [131,10.9], 56, 東厚保, ヒガシアツ, Higashiatsu
81286, B, Y, Y, Y, Y, Y, Y, Y, Y, [34,9.7], [131,27.7], 18, 山口, ヤマグチ, Yamaguchi
81301, C, N, Y, N, N, N, N, N, N, [34,10.2], [131,45.2], 154, 和田, ワダ, Wada
81321, C, Y, Y, Y, Y, Yev, N, Y, N, [34,9.3], [132,10.7], 41, 岩国, イワクニ, Iwakuni
81371, C, Y, Y, Y, Y, Yev, N, Y, N, [34,2.4], [131,32.0], 4, 防府, ホウフ, Hofu
81386, C, Y, Y, Y, Y, Yev, N, Y, N, [34,0.6], [131,52.3], 27, 下松, クダマツ, Kudamatsu
81397, C, Y, Y, Y, Y, Yev, N, Y, N, [34,5.7], [132,4.5], 68, 玖珂, クガ, Kuga
81428, A, Y, Y, Y, Y, Y, Y, Y, Y, [33,56.9], [130,55.5], 3, 下関, シモノセキ, Shimonoseki
81436, C, Y, Y, Y, Y, N, N, N, N, [33,55.8], [131,16.7], 5, 宇部, ウベ：山口宇部空港, Ube
81481, C, Y, Y, Y, Y, Yev, N, Y, N, [33,57.5], [132,6.8], 3, 柳井, ヤナイ, Yanai
81486, C, Y, Y, Y, Y, Yev, N, Y, N, [33,54.2], [132,17.6], 5, 安下庄, アゲノショウ, Agenosho
82046, C, Y, Y, Y, Y, Yev, N, Y, N, [33,48.5], [130,32.3], 7, 宗像, ムナカタ, Munakata
82056, C, Y, Y, Y, Y, Yev, N, Y, N, [33,51.1], [130,44.6], 20, 八幡, ヤハタ, Yahata
82068, C, Y, Y, Y, Y, N, N, N, N, [33,50.7], [131,2.1], 7, 空港北町, クウコウキタマチ：北九州空港, Kukokitamachi
82097, C, N, Y, N, N, N, N, N, N, [33,46.7], [130,51.9], 55, 東谷, ヒガシタニ, Higashitani
